dBFS_25th,dBFS_50th,dBFS_75th,dBFS_max,dBFS_mean,dBFS_min,dBFS_std,data_points,room,seconds_elapsed_25th,seconds_elapsed_50th,seconds_elapsed_75th,seconds_elapsed_max,seconds_elapsed_mean,seconds_elapsed_min,seconds_elapsed_std,sensor_type,time_25th,time_50th,time_75th,time_max,time_mean,time_min,time_std,x_25th,x_50th,x_75th,x_max,x_mean,x_min,x_std,y_25th,y_50th,y_75th,y_max,y_mean,y_min,y_std,z_25th,z_50th,z_75th,z_max,z_mean,z_min,z_std,pressure_25th,pressure_50th,pressure_75th,pressure_max,pressure_mean,pressure_min,pressure_std,relativeAltitude_25th,relativeAltitude_50th,relativeAltitude_75th,relativeAltitude_max,relativeAltitude_mean,relativeAltitude_min,relativeAltitude_std
-30.935810089111328,-29.798877716064453,-28.07503890991211,-18.310943603515625,-29.23133652096703,-32.94580078125,2.5070808928184403,105,2-06,2.693999755859375,5.312,7.911,10.543,5.304704759579613,0.029999755859375,3.069877830917649,microphone,1.751013470522e+18,1.75101347314e+18,1.751013475739e+18,1.751013478371e+18,1.7510134731327048e+18,1.751013467858e+18,3069877851.523464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,10,2-06,1.7971156616210937,4.048414794921875,5.850078430175781,8.10137939453125,3.868561572265625,-0.454181884765625,2.833980906929222,barometer,1.7510134696251156e+18,1.7510134718764147e+18,1.7510134736780785e+18,1.7510134759293793e+18,1.7510134716965617e+18,1.751013467373818e+18,2833980870.0147715,,,,,,,,,,,,,,,,,,,,,,1019.8350524902344,1019.835319519043,1019.83549118042,1019.8356628417968,1019.8352890014648,1019.8348236083984,0.000290963587092,0.0,0.0,0.0052833557128906,0.0052833557128906,0.0021133422851562,0.0,0.0027283131584153
,,,,,,,1067,2-06,2.768118530273437,5.418007080078125,8.067899414062499,10.71778564453125,5.418007725552074,0.1182294921875,3.064133642491832,accelerometeruncalibrated,1.7510134705961185e+18,1.751013473246007e+18,1.7510134758958994e+18,1.7510134785457856e+18,1.7510134732460076e+18,1.7510134679462295e+18,3064133643.069752,0.0212936401367187,0.0284423828125,0.0354232788085937,0.0976715087890625,0.0272038610828403,-0.026458740234375,0.0144724091993779,-0.1999740600585937,-0.1909942626953125,-0.1823806762695312,-0.144195556640625,-0.1906108623815677,-0.2408599853515625,0.0127620883911782,-1.0003204345703125,-0.995391845703125,-0.9904861450195312,-0.9476470947265624,-0.9951609188748388,-1.0301513671875,0.0085152772538169,,,,,,,,,,,,,,
,,,,,,,1067,2-06,2.7730904541015624,5.42297900390625,8.072871215820312,10.722756591796877,5.422979371833264,0.123201416015625,3.064133635247117,gyroscopeuncalibrated,1.7510134706010903e+18,1.751013473250979e+18,1.7510134759008712e+18,1.7510134785507566e+18,1.7510134732509793e+18,1.7510134679512015e+18,3064133634.6400385,-0.0385712273418903,-0.0108875352889299,0.0195807581767439,0.2720123529434204,-0.007876577905743,-0.3587653338909149,0.0639005975160784,0.0011970908963121,0.0167358368635177,0.0335116200149058,0.2548607885837555,0.0149826184427523,-0.2920252084732055,0.0484704551641642,-0.0074814851395785,0.0047513456083834,0.0196705069392919,0.1265278458595276,0.0066973124567357,-0.1724340915679931,0.0275172245610146,,,,,,,,,,,,,,
,,,,,,,1056,2-07,2.7685603027343757,5.417017333984376,8.065405090332032,10.713884765625,5.416990383726178,0.120119140625,3.0624983746135155,magnetometeruncalibrated,1.7510134893875602e+18,1.7510134920360172e+18,1.7510134946844052e+18,1.7510134973328847e+18,1.75101349203599e+18,1.751013486739119e+18,3062498375.400917,-17.356197357177734,-17.022239685058594,-16.735763549804688,-16.188308715820312,-17.077080885569256,-18.2586669921875,0.4440530139638265,-195.88117218017575,-195.6490173339844,-195.4254302978516,-194.825912475586,-195.6946960362521,-196.9268035888672,0.3705523680168018,-390.78153228759766,-390.5773620605469,-390.3358383178711,-389.2548828125,-390.5743798920603,-391.6766357421875,0.3569889772680201,,,,,,,,,,,,,,
-33.0579719543457,-32.24900817871094,-31.43874740600586,-23.985795974731445,-31.80563352675665,-35.227439880371094,2.064079652632529,105,2-07,2.688,5.288,7.921,10.521,5.296733340308779,0.027000244140625,3.069890997695562,microphone,1.751013489307e+18,1.751013491907e+18,1.75101349454e+18,1.75101349714e+18,1.751013491915733e+18,1.751013486646e+18,3069890997.107804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,10,2-07,1.77683203125,4.0281301269531244,5.82980078125,8.08109619140625,3.848280102539063,-0.474462890625,2.8339821960926126,barometer,1.751013488395832e+18,1.75101349064713e+18,1.7510134924488008e+18,1.7510134947000965e+18,1.75101349046728e+18,1.751013486144537e+18,2833982225.4108424,,,,,,,,,,,,,,,,,,,,,,1019.818229675293,1019.8207473754884,1019.8231697082518,1019.8258972167968,1019.8209991455078,1019.817352294922,0.0030161153738111,0.0224590301513671,0.042276382446289,0.0620946884155273,0.0686988830566406,0.0396347045898437,0.0,0.0243129303858505
,,,,,,,1067,2-07,2.764915893554688,5.414822998046875,8.064724731445313,10.7146337890625,5.414822151219834,0.11501708984375,3.0641518423799137,accelerometeruncalibrated,1.7510134893839158e+18,1.751013492033823e+18,1.7510134946837248e+18,1.7510134973336338e+18,1.7510134920338222e+18,1.751013486734017e+18,3064151841.060868,0.0461349487304687,0.05694580078125,0.062713623046875,0.0807037353515625,0.0529822194922607,0.010589599609375,0.0126500822666075,-0.2137222290039062,-0.2086639404296875,-0.2049789428710937,-0.1925201416015625,-0.2112225690732632,-0.2469482421875,0.0098590944278667,-0.9941482543945312,-0.9899139404296876,-0.9854354858398438,-0.93157958984375,-0.9898737413143598,-1.0532073974609375,0.0081929453868557,,,,,,,,,,,,,,
,,,,,,,1066,2-07,2.767401428222656,5.414822143554687,8.062239379882811,10.709662841796876,5.4148221412644375,0.119989013671875,3.061281435156348,gyroscopeuncalibrated,1.7510134893864013e+18,1.7510134920338222e+18,1.7510134946812393e+18,1.7510134973286628e+18,1.7510134920338222e+18,1.751013486738989e+18,3061281437.004914,-0.0360028082504868,-0.0088596707209944,0.0143963166046887,0.1723070591688156,-0.0102914317088535,-0.2450616806745529,0.0436922285599803,0.0003625893805291,0.0133746615611016,0.0273017953149973,0.4017082750797272,0.0161949200674888,-0.126490831375122,0.0376309763402233,-0.0039232355775311,0.0042057971004396,0.0117976039182394,0.157833844423294,0.0056096582496605,-0.0690672174096107,0.0223694514910747,,,,,,,,,,,,,,
,,,,,,,1053,2-08,2.7713359375,5.411910888671875,8.052820556640626,10.69368359375,5.412045968688791,0.13052734375,3.05364514717762,magnetometeruncalibrated,1.751013512715336e+18,1.751013515355911e+18,1.7510135179968205e+18,1.7510135206376837e+18,1.751013515356046e+18,1.7510135100745272e+18,3053645147.19002,-18.409332275390625,-17.82171630859375,-17.444686889648438,-16.415283203125,-17.911267431826108,-19.319549560546875,0.559363573825675,-196.61834716796875,-196.2941131591797,-195.9371795654297,-194.87127685546875,-196.29547277090103,-197.8927001953125,0.4654115912612535,-394.7430114746094,-394.4197692871094,-394.0724182128906,-393.1299133300781,-394.41548462493694,-395.76019287109375,0.4415266235820665,,,,,,,,,,,,,,
-37.82100486755371,-36.1992073059082,-34.74071502685547,-27.26627922058105,-36.03419535368391,-41.80630493164063,2.6028345647503435,103,2-08,2.641,5.325,7.942,10.541,5.300475721044449,0.032,3.09590695602086,microphone,1.751013512585e+18,1.751013515269e+18,1.751013517886e+18,1.751013520485e+18,1.7510135152444756e+18,1.751013509976e+18,3095906932.4903946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,10,2-08,1.785311767578125,4.0364638671875,5.8381304321289065,8.089426025390624,3.856628833007812,-0.46613720703125,2.8339640939071007,barometer,1.7510135117293115e+18,1.751013513980464e+18,1.7510135157821304e+18,1.751013518033426e+18,1.751013513800629e+18,1.751013509477863e+18,2833964059.926295,,,,,,,,,,,,,,,,,,,,,,1019.82213973999,1019.8236846923828,1019.8250198364258,1019.836196899414,1019.8245315551758,1019.816665649414,0.0054537513052621,0.0924787521362304,0.1004066467285156,0.1149396896362304,0.158538818359375,0.0951221466064452,0.0,0.0447724294383125
,,,,,,,1064,2-08,2.7644710083007813,5.40691943359375,8.049368103027344,10.6918173828125,5.406920457653533,0.122026123046875,3.05554154481874,accelerometeruncalibrated,1.751013512708471e+18,1.7510135153509194e+18,1.751013517993368e+18,1.7510135206358175e+18,1.7510135153509204e+18,1.7510135100660262e+18,3055541542.7983704,0.021392822265625,0.0392913818359375,0.0468330383300781,0.086151123046875,0.0351331467018987,-0.00732421875,0.0169659720754595,-0.2426719665527343,-0.2353134155273437,-0.2244071960449218,-0.1782073974609375,-0.2347461585711716,-0.2802734375,0.0148929906565197,-0.9917831420898438,-0.9856719970703124,-0.9778900146484376,-0.931671142578125,-0.9852515485949982,-1.0351715087890625,0.0122447403286212,,,,,,,,,,,,,,
,,,,,,,1064,2-08,2.7644710083007813,5.40691943359375,8.049368103027344,10.6918173828125,5.406920457653533,0.122026123046875,3.05554154481874,gyroscopeuncalibrated,1.751013512708471e+18,1.7510135153509194e+18,1.751013517993368e+18,1.7510135206358175e+18,1.7510135153509204e+18,1.7510135100660262e+18,3055541542.7983704,-0.0347587130963802,-0.0079312929883598,0.0203833682462572,0.2329312562942505,-0.0067025776557421,-0.2007618695497512,0.0563191949968914,-0.0087488167919218,0.0140742734074592,0.0364769836887716,0.4387094378471374,0.0125358267891213,-0.1832771450281143,0.0534631074544463,-0.0153950017411261,0.0066200857982039,0.0243890294805168,0.0921616181731224,0.0010451160408736,-0.1682132482528686,0.0411314366559168,,,,,,,,,,,,,,
,,,,,,,1054,2-09,2.764782958984375,5.408003540039062,8.050919921875,10.69407080078125,5.4078943429328,0.121595703125,3.0563580073716943,magnetometeruncalibrated,1.751013530329783e+18,1.7510135329730035e+18,1.75101353561592e+18,1.7510135382590707e+18,1.7510135329728945e+18,1.7510135276865956e+18,3056358008.1843066,-22.516891479492188,-20.61583709716797,-19.377899169921875,-17.687118530273438,-20.81095835560865,-24.327163696289062,1.7077945697695065,-201.3854713439941,-200.56272888183597,-200.29169464111328,-199.33848571777344,-200.7681946727311,-202.30621337890625,0.6343904876861639,-392.8626327514648,-392.4585876464844,-392.0618591308594,-390.4442138671875,-392.4524583327928,-393.8688354492188,0.5893305943680576,,,,,,,,,,,,,,
-36.40820598602295,-34.66773223876953,-33.206807136535645,-24.21643447875977,-34.516234764686,-38.732887268066406,2.4312699000575217,104,2-09,2.665,5.34,7.965,10.574,5.313692312387319,0.033000244140625,3.0964577525408488,microphone,1.75101353023e+18,1.751013532905e+18,1.75101353553e+18,1.751013538139e+18,1.7510135328786924e+18,1.751013527598e+18,3096457742.48623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
