sensor_type,room,data_points,time_mean,time_std,time_min,time_max,time_25th,time_50th,time_75th,seconds_elapsed_mean,seconds_elapsed_std,seconds_elapsed_min,seconds_elapsed_max,seconds_elapsed_25th,seconds_elapsed_50th,seconds_elapsed_75th,z_mean,z_std,z_min,z_max,z_25th,z_50th,z_75th,y_mean,y_std,y_min,y_max,y_25th,y_50th,y_75th,x_mean,x_std,x_min,x_max,x_25th,x_50th,x_75th,dBFS_mean,dBFS_std,dBFS_min,dBFS_max,dBFS_25th,dBFS_50th,dBFS_75th
magnetometeruncalibrated,2-24,1023,1.7510139896562767e+18,2967052674.7883034,1.7510139845247424e+18,1.751013994787743e+18,1.751013987090453e+18,1.7510139896563412e+18,1.75101399222206e+18,5.255276770508766,2.967052674537837,0.123742431640625,10.386742919921875,2.6894530029296875,5.25534130859375,7.8210600585937495,-395.1322927465653,0.5014985808550608,-396.4369812011719,-393.7697143554688,-395.53100585937506,-395.159912109375,-394.7531433105469,-158.42707405575092,0.6409474292468179,-160.02149963378906,-156.1563720703125,-158.85445404052734,-158.39573669433594,-158.005615234375,-53.3710515683231,0.6833656597600782,-54.77235412597656,-50.84150695800781,-53.887359619140625,-53.43367004394531,-52.99553680419922,,,,,,,
microphone,2-24,101,1.7510139895322872e+18,2980800202.5482163,1.751013984434e+18,1.751013994616e+18,1.751013986983e+18,1.751013989533e+18,1.751013992066e+18,5.131287123878404,2.9808002103988143,0.032999755859375,10.215,2.582,5.132,7.664999755859375,,,,,,,,,,,,,,,,,,,,,,-37.16875608840791,1.7668366751414766,-40.67484664916992,-31.87623786926269,-38.36329650878906,-37.30538558959961,-36.03327560424805
accelerometeruncalibrated,2-24,1034,1.7510139896502495e+18,2969539276.3890624,1.7510139845143114e+18,1.75101399478618e+18,1.7510139870822853e+18,1.7510139896502492e+18,1.7510139922182162e+18,5.249249272064268,2.969539275738868,0.1133115234375,10.38518017578125,2.6812852783203125,5.249249145507813,7.817216064453125,-1.0083007517359013,0.014615442969252756,-1.0802764892578125,-0.916351318359375,-1.0161285400390625,-1.0079803466796875,-1.0002555847167969,-0.09136313580452128,0.017891380129024463,-0.1477508544921875,-0.019500732421875,-0.10354232788085938,-0.09123992919921875,-0.07929229736328125,-0.06254455153208867,0.019276676906161562,-0.1280975341796875,-0.0071258544921875,-0.07418441772460938,-0.0618743896484375,-0.049777984619140625,,,,,,,
gyroscopeuncalibrated,2-24,1034,1.751013989655221e+18,2969539277.718893,1.7510139845192832e+18,1.751013994791152e+18,1.751013987087257e+18,1.7510139896552212e+18,1.7510139922231882e+18,5.254221137336422,2.969539280018006,0.118283203125,10.390152099609375,2.686257019042969,5.254221313476562,7.822188232421875,4.0747380910200986e-05,0.055856950735412685,-0.3079721927642822,0.2195834964513778,-0.025024259928613825,0.0006978813617024,0.029084515292197424,0.011264169210989645,0.05005452484975832,-0.1500688642263412,0.2329328507184982,-0.0164050064049661,0.00750705157406625,0.03175653051584953,-0.007107596918123158,0.08162700037886081,-0.4967501163482666,0.3050256967544555,-0.042649060487747095,-0.0022341258591039997,0.029448968823999125,,,,,,,
