sensor_type,room,data_points,time_mean,time_std,time_min,time_max,time_25th,time_50th,time_75th,seconds_elapsed_mean,seconds_elapsed_std,seconds_elapsed_min,seconds_elapsed_max,seconds_elapsed_25th,seconds_elapsed_50th,seconds_elapsed_75th,steps_mean,steps_std,steps_min,steps_max,steps_25th,steps_50th,steps_75th,z_mean,z_std,z_min,z_max,z_25th,z_50th,z_75th,y_mean,y_std,y_min,y_max,y_25th,y_50th,y_75th,x_mean,x_std,x_min,x_max,x_25th,x_50th,x_75th,dBFS_mean,dBFS_std,dBFS_min,dBFS_max,dBFS_25th,dBFS_50th,dBFS_75th,relativeAltitude_mean,relativeAltitude_std,relativeAltitude_min,relativeAltitude_max,relativeAltitude_25th,relativeAltitude_50th,relativeAltitude_75th,pressure_mean,pressure_std,pressure_min,pressure_max,pressure_25th,pressure_50th,pressure_75th
pedometer,2-12,2,1.751013686636816e+18,1799955087.2136655,1.7510136853640556e+18,1.7510136879095764e+18,1.7510136860004357e+18,1.7510136866368161e+18,1.7510136872731963e+18,3.7858160400390624,1.7999549853571342,2.5130556640625,5.058576416015625,3.1494358520507815,3.7858160400390624,4.422196228027344,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
magnetometeruncalibrated,2-12,1050,1.7510136882433667e+18,3045323178.086995,1.75101368297622e+18,1.7510136935103944e+18,1.7510136856097733e+18,1.7510136882434685e+18,1.751013690876954e+18,5.3923666536458335,3.0453231764560416,0.125219970703125,10.659394287109375,2.7587731933593753,5.392468383789062,8.025954040527344,,,,,,,,-393.37215538388205,0.3949707186611931,-394.8030700683594,-392.1151123046875,-393.63598632812506,-393.3750915527344,-393.0789184570313,-195.49804154168993,0.4629864562683301,-196.5324859619141,-193.8830108642578,-195.79309463500977,-195.52281188964844,-195.2952651977539,-16.329540347144718,0.29918963563993284,-17.4146728515625,-15.511062622070312,-16.518680572509766,-16.35089874267578,-16.10696792602539,,,,,,,,,,,,,,,,,,,,,
microphone,2-12,105,1.7510136881093143e+18,3060085475.3192105,1.751013682882e+18,1.751013693325e+18,1.751013685497e+18,1.75101368811e+18,1.751013690725e+18,5.258314285714286,3.0600854577187433,0.030999755859375,10.474,2.646,5.259000244140625,7.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-41.89676935105097,1.7970820411262545,-46.375919342041016,-36.044918060302734,-42.98357009887695,-42.01844787597656,-40.778282165527344,,,,,,,,,,,,,,
barometer,2-12,9,1.7510136862631386e+18,2558701003.7817535,1.7510136824107075e+18,1.7510136899656955e+18,1.7510136844118605e+18,1.7510136864130135e+18,1.7510136879645386e+18,3.4121385091145835,2.558700969589119,-0.44029248046875,7.114695556640625,1.560860595703125,3.562013427734375,5.11353857421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1714562310112847,0.08882684466115295,0.0,0.253662109375,0.1321144104003906,0.2113838195800781,0.2378082275390625,1019.8324924045139,0.010841468358993082,1019.8223114013672,1019.853515625,1019.8245239257812,1019.8274993896484,1019.8372650146484
accelerometeruncalibrated,2-12,1061,1.751013688239437e+18,3046950226.4137344,1.7510136829694228e+18,1.7510136935094513e+18,1.75101368560443e+18,1.7510136882394394e+18,1.7510136908744476e+18,5.388436988018012,3.0469502271651137,0.1184228515625,10.658451171875,2.75343017578125,5.388439453125,8.023447509765624,,,,,,,,-0.9790136856812559,0.010213447063959193,-1.032989501953125,-0.88092041015625,-0.9841461181640624,-0.9786834716796876,-0.9734954833984376,-0.26030089066457796,0.011754565862176547,-0.2910308837890625,-0.22100830078125,-0.2700653076171875,-0.260040283203125,-0.2530517578125,0.024780330963566213,0.010477767567090606,-0.029876708984375,0.073028564453125,0.017822265625,0.025054931640625,0.03179931640625,,,,,,,,,,,,,,,,,,,,,
gyroscopeuncalibrated,2-12,1061,1.751013688239437e+18,3046950226.4137344,1.7510136829694228e+18,1.7510136935094513e+18,1.75101368560443e+18,1.7510136882394394e+18,1.7510136908744476e+18,5.388436988018012,3.0469502271651137,0.1184228515625,10.658451171875,2.75343017578125,5.388439453125,8.023447509765624,,,,,,,,0.012373356568091918,0.028753833036372127,-0.109145663678646,0.1435257345438003,-0.0035071168094873,0.0110481232404708,0.0267602410167455,0.018843612041729896,0.03642435617937619,-0.2073161751031875,0.3056821525096893,0.0002511360798962,0.0205367002636194,0.0360030084848403,-0.008470157233428817,0.04867449706840213,-0.3366022408008575,0.2716171145439148,-0.0294367186725139,-0.0106968525797128,0.0123330987989902,,,,,,,,,,,,,,,,,,,,,
