time,seconds_elapsed,dBFS
1751014002279000000,0.031,-42.420284271240234
1751014002393000000,0.145,-40.815956115722656
1751014002493000000,0.245,-38.900875091552734
1751014002594000000,0.345999755859375,-39.74147415161133
1751014002694000000,0.446000244140625,-40.71672058105469
1751014002794000000,0.545999755859375,-37.48050308227539
1751014002894000000,0.646000244140625,-40.05288314819336
1751014002995000000,0.747,-40.71985626220703
1751014003111000000,0.863,-39.063961029052734
1751014003228000000,0.98,-35.42724609375
1751014003327000000,1.079,-37.1247444152832
1751014003427000000,1.179,-38.005043029785156
1751014003527000000,1.279,-40.93449783325195
1751014003627000000,1.379,-41.87542724609375
1751014003727000000,1.479,-39.672019958496094
1751014003827000000,1.579,-38.341365814208984
1751014003927000000,1.679,-39.72150421142578
1751014004027000000,1.779,-39.0055046081543
1751014004127000000,1.879,-40.178653717041016
1751014004227000000,1.979,-40.69148635864258
1751014004327000000,2.079,-39.69926071166992
1751014004427000000,2.179,-41.2503547668457
1751014004527000000,2.279,-39.37141418457031
1751014004627000000,2.379,-39.50358963012695
1751014004727000000,2.479,-38.28895568847656
1751014004827000000,2.579,-40.05437088012695
1751014004927000000,2.679,-41.814029693603516
1751014005027000000,2.779,-39.68428421020508
1751014005127000000,2.879,-40.23805236816406
1751014005227000000,2.979,-42.2564811706543
1751014005327000000,3.079,-41.77745056152344
1751014005427000000,3.179,-40.290061950683594
1751014005527000000,3.279,-38.28819274902344
1751014005627000000,3.379,-40.393497467041016
1751014005727000000,3.479,-39.59115219116211
1751014005827000000,3.579,-41.24045944213867
1751014005927000000,3.679,-40.15492248535156
1751014006027000000,3.779,-36.419227600097656
1751014006127000000,3.879,-38.43579864501953
1751014006227000000,3.979,-40.765380859375
1751014006327000000,4.079,-40.052730560302734
1751014006429000000,4.181,-41.909278869628906
1751014006528000000,4.28,-40.22509765625
1751014006628000000,4.38,-41.410091400146484
1751014006744000000,4.496,-41.51905059814453
1751014006844000000,4.596,-41.059452056884766
1751014006961000000,4.713,-40.128604888916016
1751014007061000000,4.813,-38.37541580200195
1751014007177000000,4.929,-39.47808837890625
1751014007277000000,5.029,-40.01810836791992
1751014007377000000,5.129,-39.03628921508789
1751014007478000000,5.230000244140625,-37.82889175415039
1751014007577000000,5.329,-39.00944519042969
1751014007677000000,5.429,-40.123863220214844
1751014007777000000,5.529,-36.700130462646484
1751014007876000000,5.628,-38.223323822021484
1751014007977000000,5.729,-39.82753372192383
1751014008077000000,5.829,-37.93208312988281
1751014008177000000,5.929,-40.12180709838867
1751014008277000000,6.029,-41.06549835205078
1751014008377000000,6.129,-42.96909713745117
1751014008477000000,6.229,-43.2852897644043
1751014008577000000,6.329,-39.2894401550293
1751014008677000000,6.429,-41.135459899902344
1751014008777000000,6.529,-41.07512283325195
1751014008877000000,6.629,-40.688758850097656
1751014008977000000,6.729,-36.692440032958984
1751014009077000000,6.829,-39.412715911865234
1751014009177000000,6.929,-37.59060287475586
1751014009277000000,7.029,-39.07106399536133
1751014009385000000,7.137,-38.258609771728516
1751014009494000000,7.246000244140625,-33.61532211303711
1751014009594000000,7.345999755859375,-34.9002571105957
1751014009694000000,7.446000244140625,-37.025169372558594
1751014009794000000,7.545999755859375,-38.388458251953125
1751014009894000000,7.646000244140625,-37.49299240112305
1751014010010000000,7.761999755859375,-39.19841384887695
1751014010110000000,7.862000244140625,-37.71320343017578
1751014010210000000,7.961999755859375,-39.641265869140625
1751014010310000000,8.062000244140625,-40.85648727416992
1751014010418000000,8.169999755859376,-40.13191223144531
1751014010527000000,8.279,-32.9866943359375
1751014010627000000,8.379,-35.19032287597656
1751014010727000000,8.479,-37.86140060424805
1751014010827000000,8.579,-38.3913459777832
1751014010944000000,8.696,-38.09982681274414
1751014011060000000,8.812,-37.981563568115234
1751014011160000000,8.912,-38.874755859375
1751014011260000000,9.012,-40.6838493347168
1751014011360000000,9.112,-41.55546188354492
1751014011460000000,9.212,-39.88119125366211
1751014011561000000,9.313,-39.14554214477539
1751014011660000000,9.412,-33.9000244140625
1751014011777000000,9.529,-36.70509719848633
1751014011893000000,9.645,-39.05693817138672
1751014011993000000,9.745,-39.66023254394531
1751014012094000000,9.846000244140624,-38.87567138671875
1751014012193000000,9.945,-39.81509017944336
1751014012293000000,10.045,-39.923431396484375
1751014012393000000,10.145,-37.790523529052734
1751014012493000000,10.245,-39.66326141357422
1751014012594000000,10.345999755859374,-37.41869354248047
1751014012693000000,10.445,-37.6932487487793
1751014012793000000,10.545,-39.955814361572266
1751014012893000000,10.645,-35.51925277709961
1751014012993000000,10.745,-33.98041534423828
1751014013093000000,10.845,-34.99485778808594
1751014013193000000,10.945,-37.7503662109375
1751014013294000000,11.046000244140625,-39.388641357421875
