timestamp,long,lat,POSI_X,POSI_Y,ACCE_X,ACCE_Y,ACCE_Z,ACCE_MOD,GYRO_X,GYRO_Y,GYRO_Z,GYRO_MOD,MAGN_X,MAGN_Y,MAGN_Z,MAGN_MOD
0.11818994140625,2.180352,41.406368,0.0,0.0,-0.04937744140625,-0.182220458984375,-1.001495361328125,1.0191346261186771,-0.2476952821016311,0.1946256756782531,0.1246346086263656,0.33877115000553176,-18.4295654296875,-196.85736083984372,-389.5281982421875,436.8348505151123
0.127263916015625,2.180352,41.406368,0.0,0.0,-0.041426852924244834,-0.1844343706632521,-0.9963295674107452,1.0141062528498228,-0.23503422993071793,0.1547778218128509,0.15033533896746923,0.31936307732580194,-18.4295654296875,-196.85736083984372,-389.5281982421875,436.8348505151123
0.1281337890625,2.180352,41.406368,0.0,0.0,-0.0406646728515625,-0.1846466064453125,-0.9958343505859376,1.0136242098020405,-0.2338204830884933,0.1509578227996826,0.1527991294860839,0.3175025299865527,-18.456854724615027,-196.80323834953086,-389.5016360624722,436.7879549520771
0.137303955078125,2.180352,41.406368,0.0,0.0,-0.03763906070642632,-0.1875455650587918,-0.9912607508316619,1.009549284338137,-0.21188965998311005,0.13236783016144213,0.1744649366730133,0.30488078344513436,-18.744537353515625,-196.2326812744141,-389.22161865234375,436.29358384818545
0.138076904296875,2.180352,41.406368,0.0,0.0,-0.037384033203125,-0.1877899169921875,-0.990875244140625,1.0092058106814528,-0.2100411206483841,0.1308008879423141,0.176291137933731,0.3038169020375539,-18.763293968885392,-196.248958229523,-389.22329838430636,436.3032169581513
0.1473447265625,2.180352,41.406368,0.0,0.0,-0.039176109526402436,-0.1851444709911589,-0.988215575311634,1.0061728752475085,-0.17975394184972954,0.13051566746163998,0.20094064607237894,0.29972123344903434,-18.988189697265625,-196.44412231445312,-389.2434387207031,436.4187199548078
0.148019775390625,2.180352,41.406368,0.0,0.0,-0.039306640625,-0.1849517822265625,-0.9880218505859376,1.0059519625614661,-0.177547886967659,0.1304948925971985,0.2027360647916793,0.2994229134983677,-18.971284747587568,-196.45273074658465,-389.2588271909187,436.4355896786386
0.1573837890625,2.180352,41.406368,0.0,0.0,-0.045154694877984715,-0.18151766682984666,-0.9902489965545189,1.0077616973029766,-0.14879260087229232,0.1488681031463599,0.2197329827624866,0.3044207897837394,-18.736785888671875,-196.5721435546875,-389.4722900390625,436.6695998983605
0.1579638671875,2.180352,41.406368,0.0,0.0,-0.0455169677734375,-0.181304931640625,-0.990386962890625,1.0078738060175074,-0.1470112800598144,0.1500062793493271,0.2207859009504318,0.3047303961989145,-18.732963274824122,-196.56714488759414,-389.4797183933709,436.6738126546437
0.167423828125,2.180352,41.406368,0.0,0.0,-0.04929147523125112,-0.1799257846848854,-0.9977472524333615,1.0150386628254948,-0.11713250358880885,0.1672469489421846,0.22007138997775172,0.30030448596678466,-18.670623779296875,-196.48562622070312,-389.6008605957031,436.74251462453526
0.167906982421875,2.180352,41.406368,0.0,0.0,-0.0494842529296875,-0.1798553466796875,-0.9981231689453124,1.0154045978833819,-0.1156064867973327,0.168127492070198,0.2200348973274231,0.3000784387811393,-18.668401068628164,-196.50296806340643,-389.62081579396306,436.76802402152396
0.1774638671875,2.180352,41.406368,0.0,0.0,-0.04942558574266709,-0.17921000762246297,-1.0028018771101903,1.019887645476849,-0.08319431975749159,0.19373637806461805,0.1988163966280759,0.2899412641727719,-18.624435424804688,-196.8459930419922,-390.0155334472656,437.27260479217756
0.177849609375,2.180352,41.406368,0.0,0.0,-0.0494232177734375,-0.1791839599609375,-1.00299072265625,1.020068593623424,-0.0818860754370689,0.1947700232267379,0.1979599595069885,0.2895320998891796,-18.629095514789302,-196.83623903807168,-390.01391071118843,437.26696758597575
0.18750390625,2.180352,41.406368,0.0,0.0,-0.04515633477812726,-0.18038402080336852,-0.9995090646566044,1.0166594624342962,-0.05906221862718361,0.22878910908697103,0.16905325668438312,0.29066642544103716,-18.7457275390625,-196.5921173095703,-389.9732971191406,437.1258804454412
0.187792724609375,2.180352,41.406368,0.0,0.0,-0.0450286865234375,-0.180419921875,-0.9994049072265624,1.0165574747194281,-0.0583794191479682,0.2298068255186081,0.1681884825229644,0.29070035997289656,-18.731197592355088,-196.57938681453834,-389.96767882625403,437.1145306756184
0.197542724609375,2.180352,41.406368,0.0,0.0,-0.03681511762014516,-0.18410031886991787,-0.9955449786709171,1.0130941492690257,-0.04512689477085856,0.2605059480563069,0.1373676706648473,0.29800967456036453,-18.240692138671875,-196.14962768554688,-389.7780151367188,436.73138240203974
0.19773681640625,2.180352,41.406368,0.0,0.0,-0.036651611328125,-0.184173583984375,-0.9954681396484376,1.0130252053654534,-0.0448630787432193,0.2611170709133148,0.1367541253566742,0.2981551799964883,-18.24031960672897,-196.15958989170016,-389.7767845719795,436.7347482181536
0.20758349609375,2.180352,41.406368,0.0,0.0,-0.027464245990020078,-0.18749795960013665,-0.9947428213322714,1.0126322080564718,-0.048430595809296186,0.2800130355894356,0.1188302837826465,0.30802479281498085,-18.221420288085938,-196.6649932861328,-389.71435546875,436.90550305526364
0.207679931640625,2.180352,41.406368,0.0,0.0,-0.027374267578125,-0.187530517578125,-0.9947357177734376,1.0126283591539367,-0.0484655350446701,0.2801980972290039,0.1186547428369522,0.3081214529623404,-18.219336134648497,-196.6631059417283,-389.71448178996104,436.90468012111626
