time,seconds_elapsed,dBFS
1751013646898000000,0.032999755859375,-36.28793716430664
1751013647005000000,0.14,-32.20463180541992
1751013647105000000,0.24,-33.7913703918457
1751013647205000000,0.34,-34.03342056274414
1751013647305000000,0.44,-34.478572845458984
1751013647405000000,0.54,-33.83969497680664
1751013647505000000,0.64,-32.783302307128906
1751013647606000000,0.741000244140625,-33.77508544921875
1751013647706000000,0.840999755859375,-34.04400634765625
1751013647806000000,0.941000244140625,-33.341217041015625
1751013647906000000,1.040999755859375,-33.15449142456055
1751013648005000000,1.14,-30.725753784179688
1751013648106000000,1.240999755859375,-32.47317123413086
1751013648206000000,1.341000244140625,-32.69340133666992
1751013648306000000,1.440999755859375,-33.238285064697266
1751013648406000000,1.541000244140625,-34.21619415283203
1751013648506000000,1.640999755859375,-33.6075439453125
1751013648606000000,1.741000244140625,-34.64266586303711
1751013648706000000,1.840999755859375,-33.00868606567383
1751013648806000000,1.941000244140625,-32.72950744628906
1751013648906000000,2.040999755859375,-31.88424301147461
1751013649006000000,2.141000244140625,-32.97774887084961
1751013649106000000,2.240999755859375,-34.16067886352539
1751013649206000000,2.341000244140625,-35.37855911254883
1751013649322000000,2.456999755859375,-33.64115905761719
1751013649422000000,2.557000244140625,-32.63871383666992
1751013649522000000,2.656999755859375,-33.93772888183594
1751013649622000000,2.757000244140625,-33.60956573486328
1751013649722000000,2.856999755859375,-32.76050567626953
1751013649822000000,2.957000244140625,-32.64934158325195
1751013649922000000,3.056999755859375,-33.74563217163086
1751013650023000000,3.158,-32.41872024536133
1751013650139000000,3.274,-34.20859909057617
1751013650240000000,3.375,-34.29953384399414
1751013650339000000,3.474,-34.09090805053711
1751013650439000000,3.574,-34.304718017578125
1751013650539000000,3.674,-32.64516830444336
1751013650639000000,3.774,-32.3972282409668
1751013650739000000,3.874,-33.566471099853516
1751013650839000000,3.974,-32.77854537963867
1751013650939000000,4.074,-32.72509765625
1751013651039000000,4.174,-33.74709701538086
1751013651139000000,4.274,-33.16740417480469
1751013651241000000,4.376,-31.29517364501953
1751013651339000000,4.474,-32.624454498291016
1751013651439000000,4.574,-34.00428009033203
1751013651539000000,4.674,-32.354862213134766
1751013651639000000,4.774,-31.4361515045166
1751013651739000000,4.874,-32.60979461669922
1751013651839000000,4.974,-33.575138092041016
1751013651939000000,5.074,-34.592193603515625
1751013652039000000,5.174,-31.735200881958008
1751013652140000000,5.275,-33.37228012084961
1751013652239000000,5.374,-32.76993942260742
1751013652339000000,5.474,-31.03839683532715
1751013652439000000,5.574,-32.21208572387695
1751013652539000000,5.674,-31.94055938720703
1751013652639000000,5.774,-33.433868408203125
1751013652756000000,5.891,-33.41183090209961
1751013652856000000,5.991,-32.19673156738281
1751013652964000000,6.099,-33.695560455322266
1751013653072000000,6.207,-31.463457107543945
1751013653172000000,6.307,-32.46619415283203
1751013653272000000,6.407,-34.26549530029297
1751013653372000000,6.507,-32.62430191040039
1751013653472000000,6.607,-33.33407974243164
1751013653573000000,6.708,-33.729305267333984
1751013653671000000,6.806,-30.95947265625
1751013653772000000,6.907,-31.54372787475586
1751013653872000000,7.007,-32.907814025878906
1751013653972000000,7.107,-34.52455520629883
1751013654072000000,7.207,-32.41361999511719
1751013654172000000,7.307,-30.736000061035156
1751013654272000000,7.407,-30.914485931396484
1751013654372000000,7.507,-31.826671600341797
1751013654472000000,7.607,-32.1024055480957
1751013654572000000,7.707,-33.61582946777344
1751013654672000000,7.807,-33.512001037597656
1751013654772000000,7.907,-33.91047668457031
1751013654872000000,8.007,-31.32997703552246
1751013654972000000,8.107,-31.693843841552734
1751013655072000000,8.207,-33.25990295410156
1751013655172000000,8.307,-33.79671859741211
1751013655272000000,8.407,-34.56448745727539
1751013655372000000,8.507,-32.672359466552734
1751013655472000000,8.607,-33.42573928833008
1751013655572000000,8.707,-34.867042541503906
1751013655672000000,8.807,-33.16979217529297
1751013655772000000,8.907,-34.38252639770508
1751013655872000000,9.007,-31.615652084350586
1751013655972000000,9.107,-32.86539840698242
1751013656072000000,9.207,-32.952430725097656
1751013656172000000,9.307,-33.15310287475586
1751013656272000000,9.407,-33.02648162841797
1751013656372000000,9.507,-33.248756408691406
1751013656472000000,9.607,-33.15865707397461
1751013656572000000,9.707,-33.764949798583984
1751013656672000000,9.807,-33.147727966308594
1751013656772000000,9.907,-34.05389404296875
1751013656872000000,10.007,-30.765201568603516
1751013656972000000,10.107,-32.88303756713867
1751013657072000000,10.207,-34.124080657958984
1751013657172000000,10.307,-34.71195983886719
1751013657272000000,10.407,-31.59089469909668
1751013657372000000,10.507,-33.005245208740234
