time,seconds_elapsed,z,y,x
1751013796979902500,0.11590234375,-1.0113067626953125,-0.067901611328125,-0.052703857421875
1751013796989845500,0.125845458984375,-1.005584716796875,-0.0697174072265625,-0.0498046875
1751013796999788500,0.13578857421875,-0.9994354248046875,-0.066864013671875,-0.0531005859375
1751013797009732600,0.145732666015625,-1.0041351318359375,-0.0622711181640625,-0.05731201171875
1751013797019675400,0.15567529296875,-1.01580810546875,-0.0534210205078125,-0.05645751953125
1751013797029619700,0.16561962890625,-1.0224456787109375,-0.0489044189453125,-0.066314697265625
1751013797039562800,0.175562744140625,-1.031280517578125,-0.0489654541015625,-0.0736083984375
1751013797049506600,0.185506591796875,-1.0302581787109375,-0.0504913330078125,-0.073089599609375
1751013797059449600,0.19544970703125,-1.0300750732421875,-0.049896240234375,-0.064422607421875
1751013797069393700,0.2053935546875,-1.03265380859375,-0.0486602783203125,-0.0604400634765625
1751013797079336700,0.215336669921875,-1.0278167724609375,-0.0545501708984375,-0.0589599609375
1751013797089280500,0.225280517578125,-1.0237884521484375,-0.062530517578125,-0.0568084716796875
1751013797099223600,0.2352236328125,-1.0196533203125,-0.067596435546875,-0.0531768798828125
1751013797109167600,0.245167724609375,-1.0121917724609375,-0.0697784423828125,-0.047119140625
1751013797119110700,0.255110595703125,-1.009307861328125,-0.0727081298828125,-0.042755126953125
1751013797129054500,0.265054443359375,-1.0095367431640625,-0.0735015869140625,-0.0381622314453125
1751013797138997500,0.27499755859375,-1.005584716796875,-0.0712890625,-0.0375823974609375
1751013797148941600,0.284941650390625,-1.003448486328125,-0.0668487548828125,-0.0337982177734375
1751013797158884600,0.294884521484375,-1.0025177001953125,-0.0644073486328125,-0.034027099609375
1751013797168828400,0.304828369140625,-1.003662109375,-0.0595550537109375,-0.034759521484375
1751013797178771500,0.314771484375,-1.0052947998046875,-0.0570220947265625,-0.0349273681640625
1751013797188715800,0.3247158203125,-1.004669189453125,-0.0599212646484375,-0.0354766845703125
1751013797198658800,0.334658935546875,-1.0048370361328125,-0.0663909912109375,-0.0372314453125
1751013797208602600,0.3446025390625,-1.006622314453125,-0.069305419921875,-0.03704833984375
1751013797218545700,0.354545654296875,-1.0089263916015625,-0.068878173828125,-0.036346435546875
1751013797228489700,0.36448974609375,-1.0135040283203125,-0.069915771484375,-0.0333099365234375
1751013797238432800,0.374432861328125,-1.0086212158203125,-0.07122802734375,-0.0303955078125
1751013797248375600,0.38437548828125,-1.0070037841796875,-0.0683441162109375,-0.0270538330078125
1751013797258319600,0.394319580078125,-1.0096588134765625,-0.0641632080078125,-0.023529052734375
1751013797268262700,0.4042626953125,-1.01239013671875,-0.0627899169921875,-0.026214599609375
1751013797278206500,0.41420654296875,-1.01104736328125,-0.065216064453125,-0.02880859375
1751013797288149500,0.4241494140625,-1.0114593505859375,-0.068084716796875,-0.029449462890625
1751013797298093600,0.434093505859375,-1.01666259765625,-0.0704803466796875,-0.0319061279296875
1751013797308036600,0.44403662109375,-1.0143585205078125,-0.071319580078125,-0.033355712890625
1751013797317980400,0.45398046875,-1.0143280029296875,-0.07159423828125,-0.03338623046875
1751013797327923500,0.46392333984375,-1.01800537109375,-0.0726165771484375,-0.037689208984375
1751013797337867500,0.473867431640625,-1.0183563232421875,-0.071807861328125,-0.0382843017578125
1751013797347810600,0.483810546875,-1.0199127197265625,-0.0716552734375,-0.041473388671875
1751013797357754600,0.493754638671875,-1.01708984375,-0.0738677978515625,-0.0477294921875
1751013797367697400,0.503697509765625,-1.00848388671875,-0.0758819580078125,-0.046905517578125
1751013797377641700,0.513641845703125,-1.005401611328125,-0.0748443603515625,-0.04290771484375
1751013797387584800,0.523584716796875,-1.004791259765625,-0.07012939453125,-0.0352783203125
1751013797397528600,0.533528564453125,-1.0017852783203125,-0.0690765380859375,-0.0342864990234375
1751013797407471600,0.5434716796875,-1.0006866455078125,-0.0685882568359375,-0.0337371826171875
1751013797417415700,0.553415771484375,-1.0009613037109375,-0.069183349609375,-0.0328369140625
1751013797427358700,0.563358642578125,-1.0030975341796875,-0.0703582763671875,-0.0330963134765625
1751013797437302500,0.573302490234375,-1.0069732666015625,-0.069000244140625,-0.0336761474609375
1751013797447245600,0.58324560546875,-1.0134735107421875,-0.070587158203125,-0.042510986328125
1751013797457189600,0.593189697265625,-1.0079345703125,-0.0726318359375,-0.049041748046875
1751013797467132700,0.603132568359375,-1.005859375,-0.0690765380859375,-0.0476226806640625
1751013797477076500,0.613076416015625,-1.0037689208984375,-0.06781005859375,-0.04510498046875
1751013797487019500,0.62301953125,-1.0011138916015625,-0.0672760009765625,-0.0430145263671875
1751013797496963600,0.632963623046875,-1.0055999755859375,-0.0694732666015625,-0.04229736328125
1751013797506906600,0.64290673828125,-1.0059967041015625,-0.07598876953125,-0.0442962646484375
1751013797516850700,0.6528505859375,-1.00341796875,-0.0791473388671875,-0.042694091796875
1751013797526793500,0.66279345703125,-1.005615234375,-0.0751800537109375,-0.035491943359375
1751013797536737800,0.67273779296875,-1.0067138671875,-0.07421875,-0.0316314697265625
1751013797546680600,0.6826806640625,-1.0102996826171875,-0.0724029541015625,-0.03118896484375
1751013797556624600,0.692624755859375,-1.01397705078125,-0.06988525390625,-0.0343780517578125
1751013797566567700,0.702567626953125,-1.0170745849609375,-0.0680389404296875,-0.040130615234375
1751013797576510700,0.7125107421875,-1.019134521484375,-0.0680999755859375,-0.04132080078125
1751013797586454500,0.72245458984375,-1.021636962890625,-0.0655364990234375,-0.043060302734375
1751013797596397600,0.7323974609375,-1.023101806640625,-0.063720703125,-0.0471954345703125
