time,seconds_elapsed,z,y,x
1751015577373535700,0.11753564453125,0.030788538977503777,-0.10094153136014938,0.15031173825263977
1751015577383478800,0.127478759765625,0.012212724424898624,-0.09432650357484818,0.18257726728916168
1751015577393421800,0.137421875,-0.0393974743783474,-0.09046465158462524,0.1997104436159134
1751015577403364900,0.14736474609375,-0.09595449268817902,-0.09560588747262955,0.20615209639072418
1751015577413308000,0.157307861328125,-0.14421336352825165,-0.11187619715929031,0.19755834341049194
1751015577423251000,0.1672509765625,-0.15585723519325256,-0.1262972205877304,0.17601151764392853
1751015577433194000,0.177194091796875,-0.13111621141433716,-0.148967906832695,0.14588743448257446
1751015577443137800,0.1871376953125,-0.0989641323685646,-0.16767874360084534,0.09844641387462616
1751015577453080800,0.197080810546875,-0.0706600546836853,-0.18529795110225677,0.0387394055724144
1751015577463024400,0.2070244140625,-0.052012067288160324,-0.18271708488464355,-0.014155765995383263
1751015577472967400,0.216967529296875,-0.04030081629753113,-0.1445462554693222,-0.039803072810173035
1751015577482910500,0.226910400390625,-0.035226162523031235,-0.09563331305980682,-0.039213716983795166
1751015577492853500,0.236853515625,-0.02321663871407509,-0.05175400897860527,-0.022276010364294052
1751015577502797300,0.24679736328125,0.012821522541344166,-0.02082378976047039,0.00501100393012166
1751015577512740400,0.256740234375,0.06891914457082748,-0.013757623732089996,0.03190839663147926
1751015577522683400,0.266683349609375,0.1256900131702423,-0.023789219558238983,0.044613540172576904
1751015577532626400,0.27662646484375,0.12427587807178497,0.03062848374247551,-0.07295463234186172
1751015577542569500,0.286569580078125,0.1800781637430191,-0.029884396120905876,-0.20943205058574677
1751015577552512500,0.296512451171875,0.24321265518665314,-0.11774687469005585,-0.33129751682281494
1751015577562455300,0.306455322265625,0.26581889390945435,-0.13186109066009521,-0.4399864375591278
1751015577572399400,0.3163994140625,0.24131354689598083,-0.09324658662080765,-0.5381960868835449
1751015577582342400,0.32634228515625,-0.0059966398403048515,-0.28283143043518066,-0.6496203541755676
1751015577592285400,0.336285400390625,-0.2219662219285965,-0.390625536441803,-0.7154848575592041
1751015577602228500,0.346228515625,-0.26312562823295593,-0.3182312250137329,-0.7115913033485413
1751015577612171500,0.356171630859375,-0.202409565448761,-0.20939157903194427,-0.6564822793006897
1751015577622114300,0.3661142578125,-0.1531224399805069,-0.14071530103683472,-0.590802013874054
1751015577632058400,0.376058349609375,-0.1612059324979782,-0.13938026130199432,-0.52571040391922
1751015577642001400,0.38600146484375,-0.19744862616062164,-0.14479607343673706,-0.4640025496482849
1751015577651944400,0.3959443359375,-0.220901757478714,-0.14254648983478546,-0.39263275265693665
1751015577661887500,0.405887451171875,-0.21070291101932526,-0.12477974593639374,-0.3221322298049927
1751015577671830500,0.41583056640625,-0.16887903213500977,-0.10203928500413895,-0.25647440552711487
1751015577681773300,0.425773193359375,-0.13506540656089783,-0.07790438830852509,-0.19317132234573364
1751015577691716400,0.43571630859375,-0.130344420671463,-0.06318110227584839,-0.14907337725162506
1751015577701660400,0.445660400390625,-0.16253778338432312,-0.042276084423065186,-0.12654995918273926
1751015577711603500,0.455603515625,-0.2009943574666977,-0.03712819516658783,-0.11227887123823166
1751015577721546500,0.46554638671875,-0.23704397678375244,0.00017843178648035973,-0.1114780604839325
1751015577731489500,0.475489501953125,-0.2741985321044922,0.04165263846516609,-0.1255217045545578
1751015577741432300,0.485432373046875,-0.29465267062187195,0.048167794942855835,-0.14556919038295746
1751015577751375400,0.495375244140625,-0.2929815351963043,0.05064773187041283,-0.15667083859443665
1751015577761319400,0.5053193359375,-0.2355928122997284,0.06266364455223083,-0.17056667804718018
1751015577771262500,0.515262451171875,-0.14618970453739166,0.04267529025673866,-0.19437746703624725
1751015577781205500,0.52520556640625,-0.08153906464576721,-0.005937251262366772,-0.22192972898483276
1751015577791148500,0.5351484375,-0.05636713653802872,-0.04767191410064697,-0.24551069736480713
1751015577801091300,0.54509130859375,-0.04855155572295189,-0.06801260262727737,-0.24387125670909882
1751015577811034400,0.555034423828125,-0.05464993044734001,-0.08015449345111847,-0.2148904651403427
1751015577820978400,0.564978515625,-0.052615273743867874,-0.07604549825191498,-0.16368374228477478
1751015577830921500,0.57492138671875,-0.057613227516412735,-0.06534092128276825,-0.0994163379073143
1751015577840864500,0.584864501953125,-0.06439709663391113,-0.04242628812789917,-0.030846595764160156
1751015577850807600,0.5948076171875,-0.0609472393989563,-0.014482003636658192,0.02858290821313858
1751015577860750300,0.604750244140625,-0.051351871341466904,0.015220764093101025,0.0850544422864914
1751015577870693400,0.614693359375,-0.02630750462412834,0.02551787719130516,0.1258639246225357
1751015577880636400,0.624636474609375,0.0347989946603775,0.04240311682224274,0.1678001880645752
1751015577890580500,0.63458056640625,0.07055805623531342,0.09426231682300568,0.1565755009651184
1751015577900523500,0.6445234375,0.08699535578489304,0.0984719768166542,0.10597942769527435
1751015577910466600,0.654466552734375,0.08529678732156754,0.0680733248591423,0.045213550329208374
1751015577920409300,0.664409423828125,0.09056106209754944,0.039204925298690796,-0.008008391596376896
1751015577930352400,0.674352294921875,0.08878712356090546,0.03892023488879204,-0.08336412906646729
