time,seconds_elapsed,dBFS
1751013699515000000,0.029,-38.94773864746094
1751013699619000000,0.133,-39.9668083190918
1751013699719000000,0.233,-39.721107482910156
1751013699820000000,0.334,-35.89433670043945
1751013699920000000,0.434,-38.45314407348633
1751013700020000000,0.534,-31.427486419677734
1751013700136000000,0.65,-34.765838623046875
1751013700236000000,0.75,-35.80363082885742
1751013700336000000,0.85,-37.801334381103516
1751013700436000000,0.95,-31.88304901123047
1751013700537000000,1.051,-34.1175651550293
1751013700638000000,1.152000244140625,-37.11536407470703
1751013700736000000,1.25,-39.51648712158203
1751013700837000000,1.351,-41.73059844970703
1751013700936000000,1.45,-39.582298278808594
1751013701036000000,1.55,-38.1410026550293
1751013701136000000,1.65,-40.15373992919922
1751013701236000000,1.75,-39.11553955078125
1751013701336000000,1.85,-40.1755256652832
1751013701436000000,1.95,-40.147613525390625
1751013701536000000,2.05,-35.350399017333984
1751013701636000000,2.15,-37.54584503173828
1751013701736000000,2.25,-39.77608871459961
1751013701837000000,2.351,-41.39044952392578
1751013701953000000,2.467,-41.69287872314453
1751013702053000000,2.567,-41.97430419921875
1751013702153000000,2.667,-39.57410430908203
1751013702253000000,2.767,-38.61330795288086
1751013702353000000,2.867,-39.22068405151367
1751013702453000000,2.967,-38.00236129760742
1751013702553000000,3.067,-39.19366455078125
1751013702653000000,3.167,-41.27970504760742
1751013702753000000,3.267,-36.8031120300293
1751013702853000000,3.367,-39.04021072387695
1751013702953000000,3.467,-41.32198715209961
1751013703053000000,3.567,-41.24406433105469
1751013703153000000,3.667,-42.316837310791016
1751013703253000000,3.767,-39.95252227783203
1751013703353000000,3.867,-40.57051086425781
1751013703453000000,3.967,-38.73765182495117
1751013703553000000,4.067,-40.20165252685547
1751013703653000000,4.167,-38.445472717285156
1751013703753000000,4.267,-40.27460479736328
1751013703853000000,4.367,-41.651939392089844
1751013703953000000,4.467,-40.15382385253906
1751013704053000000,4.567,-40.64813232421875
1751013704154000000,4.667999755859375,-41.4529914855957
1751013704253000000,4.767,-41.77544403076172
1751013704354000000,4.867999755859375,-38.9421501159668
1751013704470000000,4.984000244140625,-39.94076156616211
1751013704587000000,5.101,-41.32569885253906
1751013704703000000,5.217,-41.55409240722656
1751013704803000000,5.317,-40.38179016113281
1751013704903000000,5.417,-38.756412506103516
1751013705003000000,5.517,-40.54719924926758
1751013705103000000,5.617,-40.67399978637695
1751013705203000000,5.717,-40.881370544433594
1751013705319000000,5.833,-39.293128967285156
1751013705419000000,5.933,-41.327903747558594
1751013705520000000,6.034,-42.3409423828125
1751013705619000000,6.133,-41.40896224975586
1751013705720000000,6.234,-42.553001403808594
1751013705836000000,6.35,-38.38240432739258
1751013705936000000,6.45,-39.502845764160156
1751013706036000000,6.55,-38.78469467163086
1751013706136000000,6.65,-39.9427375793457
1751013706236000000,6.75,-40.290283203125
1751013706336000000,6.85,-37.32487106323242
1751013706436000000,6.95,-39.63960266113281
1751013706536000000,7.05,-38.67048263549805
1751013706636000000,7.15,-36.24628829956055
1751013706736000000,7.25,-38.10932922363281
1751013706836000000,7.35,-40.47123336791992
1751013706936000000,7.45,-35.22360610961914
1751013707036000000,7.55,-37.65187072753906
1751013707136000000,7.65,-40.168949127197266
1751013707239000000,7.753,-40.49361038208008
1751013707353000000,7.867,-41.2807731628418
1751013707469000000,7.983,-39.15056610107422
1751013707569000000,8.083,-37.881832122802734
1751013707669000000,8.183,-40.360816955566406
1751013707769000000,8.283,-39.05253601074219
1751013707869000000,8.383,-39.68604278564453
1751013707969000000,8.483,-39.79487228393555
1751013708070000000,8.584000244140626,-41.067237854003906
1751013708170000000,8.683999755859375,-38.373287200927734
1751013708269000000,8.783,-40.32158660888672
1751013708369000000,8.883,-38.419612884521484
1751013708470000000,8.984000244140624,-39.39815902709961
1751013708569000000,9.083,-37.764060974121094
1751013708669000000,9.183,-39.6937141418457
1751013708769000000,9.283,-39.621238708496094
1751013708869000000,9.383,-40.08091354370117
1751013708969000000,9.483,-40.438201904296875
1751013709069000000,9.583,-39.49177551269531
1751013709170000000,9.683999755859375,-40.28583526611328
1751013709269000000,9.783,-41.09257507324219
1751013709369000000,9.883,-29.03557777404785
1751013709469000000,9.983,-32.03004837036133
1751013709569000000,10.083,-31.958526611328125
1751013709669000000,10.183,-34.31769943237305
1751013709769000000,10.283,-35.85673522949219
1751013709869000000,10.383,-31.65636444091797
1751013709969000000,10.483,-35.30210876464844
1751013710069000000,10.583,-38.07851791381836
