time,seconds_elapsed,dBFS
1751013664982000000,0.033000244140625,-37.548179626464844
1751013665087000000,0.138,-20.965761184692383
1751013665188000000,0.239,-25.33038902282715
1751013665289000000,0.34,-28.193647384643555
1751013665389000000,0.44,-31.788801193237305
1751013665489000000,0.54,-33.88658142089844
1751013665589000000,0.64,-36.09211730957031
1751013665689000000,0.74,-36.907413482666016
1751013665789000000,0.84,-30.558027267456055
1751013665888000000,0.939,-31.48678207397461
1751013665988000000,1.039,-33.047847747802734
1751013666089000000,1.14,-23.465112686157227
1751013666189000000,1.24,-25.942550659179688
1751013666289000000,1.34,-26.46653938293457
1751013666388000000,1.439,-29.117998123168945
1751013666489000000,1.54,-32.085819244384766
1751013666588000000,1.639,-33.61379623413086
1751013666688000000,1.739,-30.3824520111084
1751013666788000000,1.839,-32.18425750732422
1751013666888000000,1.939,-33.230567932128906
1751013666988000000,2.039,-35.28014373779297
1751013667089000000,2.14,-35.15577697753906
1751013667189000000,2.24,-36.87146759033203
1751013667288000000,2.339,-37.52461624145508
1751013667388000000,2.439,-31.324743270874023
1751013667489000000,2.54,-28.11060905456543
1751013667589000000,2.64,-30.172199249267578
1751013667688000000,2.739,-33.126060485839844
1751013667788000000,2.839,-27.368383407592773
1751013667888000000,2.939,-30.107969284057617
1751013667988000000,3.039,-31.604923248291016
1751013668088000000,3.139,-34.13530731201172
1751013668188000000,3.239,-35.811805725097656
1751013668288000000,3.339,-36.35594177246094
1751013668389000000,3.44,-37.69930648803711
1751013668488000000,3.539,-38.412078857421875
1751013668588000000,3.639,-36.08551025390625
1751013668689000000,3.74,-38.491024017333984
1751013668789000000,3.84,-39.739707946777344
1751013668889000000,3.94,-37.98625564575195
1751013668989000000,4.04,-36.62070083618164
1751013669090000000,4.140999755859375,-35.41982650756836
1751013669189000000,4.24,-37.93415832519531
1751013669289000000,4.34,-38.001441955566406
1751013669389000000,4.44,-34.745079040527344
1751013669489000000,4.54,-34.36104965209961
1751013669589000000,4.64,-34.355350494384766
1751013669689000000,4.74,-34.45280456542969
1751013669788000000,4.839,-36.24528503417969
1751013669889000000,4.94,-33.64085388183594
1751013669988000000,5.039,-35.798423767089844
1751013670089000000,5.14,-36.803367614746094
1751013670188000000,5.239,-33.078372955322266
1751013670289000000,5.34,-35.19407653808594
1751013670405000000,5.456,-36.9819450378418
1751013670505000000,5.556,-34.596839904785156
1751013670605000000,5.656,-35.834171295166016
1751013670705000000,5.756,-36.46769332885742
1751013670805000000,5.856,-35.687557220458984
1751013670905000000,5.956,-33.69227600097656
1751013671004000000,6.055,-35.34622573852539
1751013671105000000,6.156,-37.533355712890625
1751013671205000000,6.256,-37.701881408691406
1751013671306000000,6.356999755859375,-32.76871871948242
1751013671405000000,6.456,-32.830318450927734
1751013671505000000,6.556,-31.99849510192871
1751013671605000000,6.656,-33.789794921875
1751013671722000000,6.772999755859375,-35.95842361450195
1751013671822000000,6.873000244140625,-36.90156173706055
1751013671921000000,6.972,-37.00619888305664
1751013672022000000,7.073000244140625,-36.05608367919922
1751013672122000000,7.172999755859375,-34.927120208740234
1751013672222000000,7.273000244140625,-35.8009033203125
1751013672321000000,7.372,-33.541099548339844
1751013672422000000,7.473000244140625,-35.579524993896484
1751013672522000000,7.572999755859375,-37.20069885253906
1751013672622000000,7.673000244140625,-36.61030578613281
1751013672722000000,7.772999755859375,-32.97365951538086
1751013672822000000,7.873000244140625,-34.47854995727539
1751013672921000000,7.972,-36.41636657714844
1751013673021000000,8.072,-34.48434829711914
1751013673122000000,8.172999755859376,-35.763954162597656
1751013673221000000,8.272,-37.19242858886719
1751013673321000000,8.372,-36.27482986450195
1751013673422000000,8.473000244140625,-35.588714599609375
1751013673522000000,8.572999755859374,-35.45011520385742
1751013673621000000,8.672,-36.883705139160156
1751013673722000000,8.772999755859376,-34.95890426635742
1751013673821000000,8.872,-30.441011428833008
1751013673922000000,8.972999755859375,-30.74778938293457
1751013674021000000,9.072,-28.958227157592773
1751013674121000000,9.172,-30.152441024780273
1751013674222000000,9.273000244140626,-30.252826690673828
1751013674321000000,9.372,-33.22580337524414
1751013674421000000,9.472,-35.309661865234375
1751013674521000000,9.572,-36.9853401184082
1751013674621000000,9.672,-31.950763702392578
1751013674721000000,9.772,-26.709897994995117
1751013674821000000,9.872,-29.534303665161133
1751013674921000000,9.972,-31.02665901184082
1751013675022000000,10.073000244140625,-33.57278060913086
1751013675121000000,10.172,-32.32729721069336
1751013675238000000,10.289000244140626,-32.38053512573242
1751013675338000000,10.388999755859375,-32.78376007080078
1751013675438000000,10.489000244140625,-34.52922821044922
1751013675538000000,10.588999755859374,-33.344337463378906
