time,seconds_elapsed,dBFS
1751013735144000000,0.029,-39.38272476196289
1751013735257000000,0.142,-38.114776611328125
1751013735357000000,0.242,-35.13371658325195
1751013735458000000,0.342999755859375,-35.13649368286133
1751013735575000000,0.46,-36.43851089477539
1751013735674000000,0.558999755859375,-38.44429397583008
1751013735775000000,0.66,-31.232349395751953
1751013735875000000,0.76,-33.82805252075195
1751013735991000000,0.876,-35.86749267578125
1751013736091000000,0.976,-37.74256134033203
1751013736191000000,1.076,-37.65806579589844
1751013736291000000,1.176,-33.77437210083008
1751013736391000000,1.276,-35.49175262451172
1751013736491000000,1.376,-37.4930305480957
1751013736608000000,1.493,-38.359561920166016
1751013736708000000,1.593,-38.25019836425781
1751013736808000000,1.693,-38.31256103515625
1751013736907000000,1.792,-36.95949172973633
1751013737008000000,1.893,-38.16277313232422
1751013737108000000,1.993,-39.800968170166016
1751013737224000000,2.109,-38.61162185668945
1751013737324000000,2.209,-37.843318939208984
1751013737424000000,2.309,-38.70534133911133
1751013737524000000,2.409,-36.581565856933594
1751013737625000000,2.51,-37.79511260986328
1751013737741000000,2.626,-37.66197204589844
1751013737841000000,2.726,-36.83641052246094
1751013737942000000,2.827000244140625,-37.032920837402344
1751013738042000000,2.926999755859375,-38.77584457397461
1751013738158000000,3.043000244140625,-38.10541915893555
1751013738260000000,3.145,-39.42046356201172
1751013738357000000,3.242,-39.44706344604492
1751013738457000000,3.342,-37.70697784423828
1751013738558000000,3.443000244140625,-39.003448486328125
1751013738658000000,3.542999755859375,-39.576629638671875
1751013738774000000,3.659000244140625,-35.85187911987305
1751013738874000000,3.758999755859375,-37.75740051269531
1751013738974000000,3.859000244140625,-37.483768463134766
1751013739074000000,3.958999755859375,-38.97169876098633
1751013739175000000,4.06,-37.2039794921875
1751013739275000000,4.16,-38.64765167236328
1751013739391000000,4.276,-37.86195755004883
1751013739508000000,4.393,-39.63167190551758
1751013739608000000,4.493,-37.73270034790039
1751013739708000000,4.593,-39.72228240966797
1751013739808000000,4.693,-40.2033576965332
1751013739908000000,4.793,-39.54625701904297
1751013740008000000,4.893,-39.01551818847656
1751013740108000000,4.993,-35.247032165527344
1751013740208000000,5.093,-35.245601654052734
1751013740309000000,5.194,-37.126556396484375
1751013740408000000,5.293,-38.10612869262695
1751013740507000000,5.392,-38.797359466552734
1751013740607000000,5.492,-34.425323486328125
1751013740707000000,5.592,-36.622737884521484
1751013740807000000,5.692,-37.73633575439453
1751013740907000000,5.792,-39.66816329956055
1751013741007000000,5.892,-36.239009857177734
1751013741107000000,5.992,-37.26103210449219
1751013741215000000,6.1,-39.028564453125
1751013741324000000,6.209,-37.55305480957031
1751013741424000000,6.309,-38.96427536010742
1751013741524000000,6.409,-37.26361846923828
1751013741624000000,6.509,-37.37411117553711
1751013741724000000,6.609,-37.801029205322266
1751013741824000000,6.709,-39.492801666259766
1751013741924000000,6.809,-36.63896179199219
1751013742024000000,6.909,-36.35422134399414
1751013742124000000,7.009,-36.44533920288086
1751013742224000000,7.109,-38.18667221069336
1751013742324000000,7.209,-36.358577728271484
1751013742424000000,7.309,-35.088844299316406
1751013742524000000,7.409,-36.695457458496094
1751013742624000000,7.509,-37.98749923706055
1751013742724000000,7.609,-38.934356689453125
1751013742824000000,7.709,-36.80078887939453
1751013742924000000,7.809,-37.946922302246094
1751013743024000000,7.909,-36.22565460205078
1751013743124000000,8.009,-37.701194763183594
1751013743241000000,8.126,-37.312416076660156
1751013743341000000,8.226,-38.358882904052734
1751013743441000000,8.326,-38.755615234375
1751013743541000000,8.426,-38.75132751464844
1751013743657000000,8.542,-38.320072174072266
1751013743757000000,8.642,-39.260276794433594
1751013743858000000,8.742999755859374,-37.381038665771484
1751013743957000000,8.842,-38.52311706542969
1751013744057000000,8.942,-37.37290954589844
1751013744157000000,9.042,-35.436065673828125
1751013744257000000,9.142,-37.09380340576172
1751013744357000000,9.242,-36.91385269165039
1751013744457000000,9.342,-39.011756896972656
1751013744557000000,9.442,-37.42595672607422
1751013744657000000,9.542,-39.41472625732422
1751013744757000000,9.642,-38.460906982421875
1751013744857000000,9.742,-36.52451705932617
1751013744957000000,9.842,-37.93275451660156
1751013745057000000,9.942,-38.183921813964844
1751013745157000000,10.042,-36.92188262939453
1751013745257000000,10.142,-35.86586380004883
1751013745357000000,10.242,-37.17350387573242
1751013745457000000,10.342,-37.71763610839844
1751013745557000000,10.442,-39.98771286010742
1751013745658000000,10.542999755859375,-35.60527801513672
1751013745757000000,10.642,-35.975887298583984
1751013745857000000,10.742,-35.96125793457031
1751013745957000000,10.842,-37.03351593017578
1751013746057000000,10.942,-38.20093536376953
1751013746157000000,11.042,-34.35111999511719
