time,seconds_elapsed,relativeAltitude,pressure
1751013527127946800,-0.43705322265625,0,1019.8078918457031
1751013528128520700,0.563520751953125,0.005283355712890625,1019.8076629638672
1751013529129098800,1.5640986328125,0.005283355712890625,1019.8074340820312
1751013530129676800,2.5646767578125,0.005283355712890625,1019.8074340820312
1751013531130248700,3.565248779296875,-0.00528717041015625,1019.8085784912109
1751013532130829800,4.565829833984375,-0.010570526123046875,1019.8088836669922
1751013532681780700,5.11678076171875,-0.010570526123046875,1019.8088836669922
1751013533682356000,6.11735595703125,0,1019.8080444335938
1751013534682931700,7.117931640625,0,1019.8078155517578
1751013535683509000,8.118509033203125,0.005283355712890625,1019.80712890625
