time,seconds_elapsed,dBFS
1751013413550000000,0.030000244140625,-39.34355926513672
1751013413660000000,0.14,-37.56381607055664
1751013413760000000,0.24,-39.046749114990234
1751013413862000000,0.342000244140625,-39.62046432495117
1751013413970000000,0.449999755859375,-38.430023193359375
1751013414077000000,0.557,-35.77341079711914
1751013414194000000,0.673999755859375,-37.25031661987305
1751013414294000000,0.774000244140625,-35.99589920043945
1751013414394000000,0.873999755859375,-36.57752227783203
1751013414494000000,0.974000244140625,-35.35310745239258
1751013414594000000,1.073999755859375,-33.77291488647461
1751013414694000000,1.174000244140625,-33.356075286865234
1751013414794000000,1.273999755859375,-30.8031005859375
1751013414894000000,1.374000244140625,-33.074668884277344
1751013414994000000,1.473999755859375,-35.58451843261719
1751013415094000000,1.574000244140625,-32.10311508178711
1751013415194000000,1.673999755859375,-34.600765228271484
1751013415294000000,1.774000244140625,-35.546627044677734
1751013415394000000,1.873999755859375,-37.50914001464844
1751013415503000000,1.983,-38.648006439208984
1751013415611000000,2.091,-31.18307876586914
1751013415710000000,2.190000244140625,-21.464296340942383
1751013415810000000,2.289999755859375,-24.86662483215332
1751013415910000000,2.390000244140625,-28.959548950195312
1751013416027000000,2.507,-31.007831573486328
1751013416127000000,2.607,-34.23847961425781
1751013416227000000,2.707,-36.1909065246582
1751013416327000000,2.807,-33.6762580871582
1751013416427000000,2.907,-31.408653259277344
1751013416535000000,3.015,-33.38615417480469
1751013416644000000,3.124,-35.94767761230469
1751013416744000000,3.224,-38.289859771728516
1751013416844000000,3.324,-34.38884735107422
1751013416944000000,3.424,-33.76188659667969
1751013417044000000,3.524,-31.647567749023438
1751013417160000000,3.64,-34.396732330322266
1751013417260000000,3.74,-34.67319869995117
1751013417361000000,3.841,-37.1140251159668
1751013417461000000,3.941,-35.82334518432617
1751013417577000000,4.057,-38.613853454589844
1751013417694000000,4.174000244140625,-38.79337692260742
1751013417794000000,4.273999755859375,-40.4254150390625
1751013417894000000,4.374000244140625,-32.4509391784668
1751013417993000000,4.473,-30.793642044067383
1751013418094000000,4.574000244140625,-34.07260513305664
1751013418194000000,4.673999755859375,-33.431549072265625
1751013418294000000,4.774000244140625,-35.583621978759766
1751013418394000000,4.873999755859375,-27.856658935546875
1751013418495000000,4.975,-30.79025650024414
1751013418600000000,5.08,-33.35597229003906
1751013418710000000,5.190000244140625,-35.66664123535156
1751013418827000000,5.307,-37.421913146972656
1751013418927000000,5.407,-36.38313674926758
1751013419027000000,5.507,-30.13828468322754
1751013419127000000,5.607,-32.10816192626953
1751013419227000000,5.707,-32.07585906982422
1751013419327000000,5.807,-31.011533737182617
1751013419427000000,5.907,-29.759323120117188
1751013419527000000,6.007,-32.366329193115234
1751013419635000000,6.115,-35.85629653930664
1751013419744000000,6.224,-38.424739837646484
1751013419843000000,6.323,-39.42367172241211
1751013419944000000,6.424,-37.477203369140625
1751013420043000000,6.523,-38.5844841003418
1751013420143000000,6.623,-40.14268493652344
1751013420244000000,6.724,-41.5175666809082
1751013420344000000,6.824,-40.31364059448242
1751013420444000000,6.924,-31.463613510131836
1751013420543000000,7.023,-29.59607696533203
1751013420644000000,7.124,-27.37604522705078
1751013420744000000,7.224,-29.661502838134766
1751013420844000000,7.324,-31.368423461914062
1751013420943000000,7.423,-34.28827667236328
1751013421044000000,7.524,-29.84433937072754
1751013421143000000,7.623,-29.662750244140625
1751013421243000000,7.723,-31.5252742767334
1751013421344000000,7.824,-27.92957878112793
1751013421443000000,7.923,-31.454044342041016
1751013421543000000,8.023,-32.36835861206055
1751013421643000000,8.123,-24.695594787597656
1751013421744000000,8.224,-27.118345260620117
1751013421843000000,8.323,-26.214948654174805
1751013421943000000,8.423,-28.44828224182129
1751013422044000000,8.524,-30.58313751220703
1751013422144000000,8.624,-33.57748031616211
1751013422243000000,8.723,-35.710113525390625
1751013422343000000,8.823,-36.1286506652832
1751013422443000000,8.923,-35.23768615722656
1751013422544000000,9.024,-36.01227951049805
1751013422643000000,9.123,-35.133995056152344
1751013422743000000,9.223,-33.94906234741211
1751013422843000000,9.323,-33.91954803466797
1751013422943000000,9.423,-34.634796142578125
1751013423043000000,9.523,-37.002986907958984
1751013423144000000,9.624,-36.777591705322266
1751013423243000000,9.723,-38.76515197753906
1751013423344000000,9.824,-40.84132766723633
1751013423444000000,9.924,-40.805728912353516
1751013423543000000,10.023,-41.76607894897461
1751013423643000000,10.123,-39.62474060058594
1751013423743000000,10.223,-41.06272506713867
1751013423843000000,10.323,-36.972354888916016
1751013423944000000,10.424,-39.30652618408203
1751013424044000000,10.524,-40.51732635498047
