time,seconds_elapsed,relativeAltitude,pressure
1751013467373818000,-0.454181884765625,0,1019.8354339599609
1751013468374395100,0.54639501953125,0,1019.835205078125
1751013469374971100,1.54697119140625,0,1019.8354339599609
1751013470375549200,2.547549072265625,0.005283355712890625,1019.8350524902344
1751013471376125200,3.548125244140625,0.005283355712890625,1019.8350524902344
1751013472376704300,4.548704345703125,0.005283355712890625,1019.8350524902344
1751013472927653000,5.099653076171875,0,1019.8356628417969
1751013473928220200,6.10022021484375,0,1019.8356628417969
1751013474928800000,7.100800048828125,0,1019.8355102539062
1751013475929379300,8.10137939453125,0.005283355712890625,1019.8348236083984
