time,seconds_elapsed,relativeAltitude,pressure
1751013413062799400,-0.45720068359375,0,1019.8734283447266
1751013414063375400,0.543375244140625,0.021137237548828125,1019.8713684082031
1751013415063949300,1.54394921875,0.036991119384765625,1019.8692321777344
1751013416064529400,2.544529296875,0.0792694091796875,1019.8644256591797
1751013417065109200,3.545109130859375,0.095123291015625,1019.8625183105469
1751013418065680400,4.545680419921875,0.095123291015625,1019.8625183105469
1751013418616767500,5.096767578125,0.095123291015625,1019.8622894287109
1751013419617340400,6.09734033203125,0.10040664672851562,1019.8612976074219
1751013420617915400,7.097915283203125,0.10569381713867188,1019.8612213134766
1751013421618492400,8.098492431640626,0.1268310546875,1019.8584747314453
