time,seconds_elapsed,relativeAltitude,pressure
1751015656401204500,79.14520458984374,-0.22195816040039062,1019.7740173339844
1751015657401780500,80.14578051757813,-0.22195816040039062,1019.7739410400391
1751015658402383600,81.14638354492187,-0.20610427856445312,1019.7720336914062
1751015659402931700,82.146931640625,-0.19025039672851562,1019.7705841064453
1751015660403509500,83.14750952148438,-0.13740158081054688,1019.7637939453125
1751015661404085800,84.14808569335938,-0.08455657958984375,1019.7575378417969
1751015662404657700,85.14865771484375,-0.00528717041015625,1019.7477722167969
1751015663405234700,86.14923461914063,0.08983612060546875,1019.7362518310547
1751015664405817600,87.14981762695312,0.2061004638671875,1019.7227478027344
1751015665406388500,88.15038842773437,0.2906532287597656,1019.7126007080078
1751015666406966800,89.150966796875,0.2906532287597656,1019.7126007080078
1751015667407541500,90.15154150390624,0.2747993469238281,1019.7145080566406
1751015668408116500,91.15211645507813,0.19552993774414062,1019.7234344482422
1751015669408694500,92.15269458007812,0.10569000244140625,1019.7349548339844
1751015670409275600,93.15327563476562,-0.047565460205078125,1019.7528839111328
1751015671409845500,94.15384545898438,-0.08455657958984375,1019.7573852539062
1751015672410428400,95.15442846679687,-0.08455657958984375,1019.7573852539062
1751015673411000600,96.15500048828125,-0.06870269775390625,1019.7559356689453
1751015674411575600,97.15557543945313,-0.042278289794921875,1019.7523498535156
1751015675412151600,98.15615161132813,0.01056671142578125,1019.7461700439453
1751015676412726500,99.1567265625,0.13739776611328125,1019.7308349609375
1751015677413304600,100.1573046875,0.158538818359375,1019.7285461425781
1751015678413884700,101.157884765625,0.17967605590820312,1019.725341796875
1751015679414456600,102.15845654296875,0.21666717529296875,1019.7213745117188
1751015680415034600,103.15903466796875,0.21666717529296875,1019.7213745117188
1751015681415619600,104.15961962890626,0.19024658203125,1019.7245788574219
1751015682416191500,105.16019140625,0.10040664672851562,1019.7354888916016
1751015683416768500,106.1607685546875,0.036991119384765625,1019.7430419921875
1751015684417341400,107.16134155273437,-0.042278289794921875,1019.7527313232422
1751015685417916400,108.16191650390626,-0.12154769897460938,1019.7620391845703
1751015686418491600,109.16249169921875,-0.17439651489257812,1019.7684478759766
1751015687419068700,110.16306860351563,-0.21138763427734375,1019.7727203369141
1751015688419646500,111.163646484375,-0.21138763427734375,1019.77294921875
1751015689420224800,112.16422485351562,-0.21138763427734375,1019.77294921875
1751015690420805600,113.1648056640625,-0.21667098999023438,1019.7733306884766
1751015691421377500,114.16537744140625,-0.22195816040039062,1019.7744750976562
1751015692421952500,115.16595239257812,-0.22195816040039062,1019.7744750976562
1751015693422527500,116.16652758789063,-0.20610427856445312,1019.7724151611328
1751015694423101700,117.16710180664063,-0.19553375244140625,1019.7711181640625
1751015695423678700,118.1676787109375,-0.12154769897460938,1019.7620391845703
1751015696424253700,119.16825366210938,-0.047565460205078125,1019.7532653808594
1751015697425122600,120.16912255859376,0.031707763671875,1019.7434997558594
1751015698425409500,121.16940942382813,0.08983612060546875,1019.7366333007812
1751015699425984500,122.16998461914062,0.12154388427734375,1019.7323608398438
1751015700426560800,123.17056079101563,0.1426849365234375,1019.7300720214844
1751015701427138600,124.171138671875,0.12154388427734375,1019.7323608398438
1751015702427715600,125.17171557617188,0.04227447509765625,1019.7422027587891
1751015703428290600,126.17229052734375,-0.08455657958984375,1019.7579193115234
1751015704428866600,127.17286645507812,-0.20610427856445312,1019.7722625732422
1751015705429442600,128.17344262695312,-0.30651092529296875,1019.7841644287109
1751015706430017500,129.174017578125,-0.4597663879394531,1019.8027801513672
1751015707430594600,130.17459448242187,-0.5073280334472656,1019.8085021972656
1751015708431169500,131.17516943359374,-0.5073280334472656,1019.8088073730469
1751015709431748600,132.17574853515626,-0.5126113891601562,1019.8091888427734
1751015710432323600,133.17632348632813,-0.5126113891601562,1019.8091888427734
1751015711433207600,134.17720751953124,-0.4914741516113281,1019.8067474365234
