time,seconds_elapsed,dBFS
1751013450164000000,0.03,-38.99526596069336
1751013450273000000,0.139,-36.943233489990234
1751013450373000000,0.239,-32.14042282104492
1751013450476000000,0.342,-34.414852142333984
1751013450574000000,0.440000244140625,-35.36338806152344
1751013450674000000,0.539999755859375,-35.43693923950195
1751013450775000000,0.641,-36.407508850097656
1751013450891000000,0.757,-30.080944061279297
1751013450990000000,0.856000244140625,-31.53010368347168
1751013451091000000,0.957,-30.296972274780273
1751013451191000000,1.057,-32.96638107299805
1751013451292000000,1.158,-33.42694091796875
1751013451408000000,1.274,-35.77749252319336
1751013451524000000,1.39,-36.46229553222656
1751013451624000000,1.49,-22.733020782470703
1751013451724000000,1.59,-27.106700897216797
1751013451824000000,1.69,-30.722986221313477
1751013451924000000,1.79,-32.98313903808594
1751013452024000000,1.89,-35.36727523803711
1751013452124000000,1.99,-36.456390380859375
1751013452224000000,2.09,-38.30693435668945
1751013452324000000,2.19,-36.43610382080078
1751013452423000000,2.289,-37.626094818115234
1751013452523000000,2.389,-36.832984924316406
1751013452623000000,2.489,-38.05019760131836
1751013452723000000,2.589,-38.94731521606445
1751013452824000000,2.69,-38.27438735961914
1751013452924000000,2.79,-39.01782989501953
1751013453024000000,2.89,-35.88751983642578
1751013453132000000,2.998,-33.993064880371094
1751013453240000000,3.106,-35.70859146118164
1751013453357000000,3.223,-38.33077621459961
1751013453456000000,3.322,-37.20832824707031
1751013453557000000,3.423,-35.1230354309082
1751013453674000000,3.539999755859375,-36.89044189453125
1751013453774000000,3.640000244140625,-37.340885162353516
1751013453874000000,3.739999755859375,-38.44499206542969
1751013453974000000,3.840000244140625,-40.022525787353516
1751013454074000000,3.939999755859375,-38.68928909301758
1751013454174000000,4.040000244140625,-39.60634994506836
1751013454274000000,4.139999755859375,-38.70522689819336
1751013454374000000,4.240000244140625,-38.45840835571289
1751013454474000000,4.339999755859375,-33.50556564331055
1751013454574000000,4.440000244140625,-35.965003967285156
1751013454674000000,4.539999755859375,-36.039432525634766
1751013454774000000,4.640000244140625,-38.23332977294922
1751013454874000000,4.739999755859375,-38.37053298950195
1751013454974000000,4.840000244140625,-36.120704650878906
1751013455074000000,4.939999755859375,-36.375911712646484
1751013455174000000,5.040000244140625,-36.72452926635742
1751013455274000000,5.139999755859375,-36.84137725830078
1751013455374000000,5.240000244140625,-35.47394561767578
1751013455474000000,5.339999755859375,-33.63906478881836
1751013455574000000,5.440000244140625,-36.159873962402344
1751013455674000000,5.539999755859375,-37.733917236328125
1751013455774000000,5.640000244140625,-37.059356689453125
1751013455874000000,5.739999755859375,-34.243160247802734
1751013455974000000,5.840000244140625,-35.926597595214844
1751013456074000000,5.939999755859375,-33.383113861083984
1751013456175000000,6.041,-35.648414611816406
1751013456290000000,6.155999755859375,-37.26716613769531
1751013456407000000,6.273,-35.25379180908203
1751013456507000000,6.373,-36.91279983520508
1751013456607000000,6.473,-36.650779724121094
1751013456707000000,6.573,-38.30818557739258
1751013456807000000,6.673,-39.082759857177734
1751013456907000000,6.773,-39.24690246582031
1751013457007000000,6.873,-37.611732482910156
1751013457107000000,6.973,-38.15999221801758
1751013457207000000,7.073,-35.08163833618164
1751013457307000000,7.173,-37.09259033203125
1751013457407000000,7.273,-38.994205474853516
1751013457507000000,7.373,-38.49473190307617
1751013457607000000,7.473,-39.168174743652344
1751013457707000000,7.573,-37.51176071166992
1751013457807000000,7.673,-35.55683517456055
1751013457907000000,7.773,-33.88975143432617
1751013458007000000,7.873,-35.76829147338867
1751013458107000000,7.973,-36.0401496887207
1751013458207000000,8.073,-36.282997131347656
1751013458306000000,8.171999755859375,-36.964012145996094
1751013458407000000,8.273,-38.33958053588867
1751013458507000000,8.373,-39.58326721191406
1751013458607000000,8.473,-38.30851364135742
1751013458707000000,8.573,-38.768795013427734
1751013458807000000,8.673,-35.29782485961914
1751013458907000000,8.773,-34.74876022338867
1751013459007000000,8.873,-35.919437408447266
1751013459107000000,8.973,-36.78848648071289
1751013459207000000,9.073,-37.9693489074707
1751013459307000000,9.173,-35.500091552734375
1751013459407000000,9.273,-36.55129623413086
1751013459507000000,9.373,-35.96245193481445
1751013459607000000,9.473,-34.53500747680664
1751013459707000000,9.573,-36.48998260498047
1751013459807000000,9.673,-37.899749755859375
1751013459907000000,9.773,-36.161319732666016
1751013460007000000,9.873,-33.074337005615234
1751013460107000000,9.973,-35.94160079956055
1751013460207000000,10.073,-38.509796142578125
1751013460307000000,10.173,-34.41462326049805
1751013460407000000,10.273,-36.834014892578125
1751013460507000000,10.373,-37.17722702026367
1751013460608000000,10.474,-38.930416107177734
