time,seconds_elapsed,dBFS
1751015577285000000,0.029,-39.58863067626953
1751015577385000000,0.129,-41.01754379272461
1751015577485000000,0.229,-35.27248764038086
1751015577586000000,0.329999755859375,-38.191551208496094
1751015577686000000,0.430000244140625,-39.95401382446289
1751015577786000000,0.529999755859375,-40.73372268676758
1751015577885000000,0.629,-39.39308547973633
1751015577986000000,0.729999755859375,-41.36697006225586
1751015578086000000,0.830000244140625,-42.9484977722168
1751015578194000000,0.937999755859375,-30.12184715270996
1751015578303000000,1.047,-32.521202087402344
1751015578419000000,1.163,-34.72845458984375
1751015578519000000,1.263,-36.750675201416016
1751015578619000000,1.363,-38.73757553100586
1751015578719000000,1.463,-41.32033920288086
1751015578819000000,1.563,-42.94856262207031
1751015578919000000,1.663,-34.009456634521484
1751015579019000000,1.763,-35.301944732666016
1751015579119000000,1.863,-37.92595291137695
1751015579228000000,1.972,-38.08505630493164
1751015579336000000,2.08,-38.34623336791992
1751015579435000000,2.179,-40.11792755126953
1751015579536000000,2.28,-40.365840911865234
1751015579636000000,2.38,-34.21807861328125
1751015579736000000,2.48,-35.29905700683594
1751015579853000000,2.597,-37.095699310302734
1751015579969000000,2.713,-35.93013381958008
1751015580069000000,2.813,-37.18254470825195
1751015580169000000,2.913,-34.025699615478516
1751015580269000000,3.013,-31.847427368164062
1751015580369000000,3.113,-33.978912353515625
1751015580469000000,3.213,-28.710763931274414
1751015580569000000,3.313,-30.733659744262695
1751015580670000000,3.414000244140625,-29.394359588623047
1751015580770000000,3.513999755859375,-30.402015686035156
1751015580886000000,3.630000244140625,-32.017051696777344
1751015580986000000,3.729999755859375,-33.42393493652344
1751015581086000000,3.830000244140625,-35.51548385620117
1751015581187000000,3.931,-36.932289123535156
1751015581294000000,4.038000244140625,-24.739362716674805
1751015581402000000,4.145999755859375,-28.018938064575195
1751015581519000000,4.263,-31.520538330078125
1751015581619000000,4.363,-34.171077728271484
1751015581719000000,4.463,-35.89596176147461
1751015581819000000,4.563,-25.51346206665039
1751015581919000000,4.663,-28.210325241088867
1751015582019000000,4.763,-30.29791259765625
1751015582119000000,4.863,-32.12629699707031
1751015582219000000,4.963,-33.59918975830078
1751015582327000000,5.071,-29.92871856689453
1751015582436000000,5.18,-31.19154167175293
1751015582536000000,5.28,-33.224037170410156
1751015582636000000,5.38,-35.00469207763672
1751015582752000000,5.496,-36.90123748779297
1751015582852000000,5.596,-35.915733337402344
1751015582969000000,5.713,-32.26092529296875
1751015583068000000,5.812,-19.509685516357422
1751015583169000000,5.913,-23.60260009765625
1751015583269000000,6.013,-27.103130340576172
1751015583369000000,6.113,-30.433435440063477
1751015583469000000,6.213,-27.06648826599121
1751015583569000000,6.313,-29.42424964904785
1751015583669000000,6.413,-32.18548583984375
1751015583768000000,6.512,-35.43112564086914
1751015583868000000,6.612,-32.264549255371094
1751015583969000000,6.713,-33.97482681274414
1751015584069000000,6.813,-30.02836036682129
1751015584169000000,6.913,-31.463977813720703
1751015584269000000,7.013,-32.86896514892578
1751015584369000000,7.113,-35.19062423706055
1751015584469000000,7.213,-36.84471893310547
1751015584569000000,7.313,-37.874725341796875
1751015584669000000,7.413,-28.152130126953125
1751015584769000000,7.513,-31.0789852142334
1751015584869000000,7.613,-21.937026977539062
1751015584969000000,7.713,-19.769393920898438
1751015585069000000,7.813,-19.04096031188965
1751015585169000000,7.913,-19.729883193969727
1751015585269000000,8.013,-22.32112693786621
1751015585369000000,8.113,-25.963577270507812
1751015585469000000,8.213,-29.422794342041016
1751015585569000000,8.313,-32.144126892089844
1751015585669000000,8.413,-34.66867446899414
1751015585769000000,8.513,-29.06902503967285
1751015585869000000,8.613,-31.435001373291016
1751015585969000000,8.713,-34.612979888916016
1751015586069000000,8.813,-35.576072692871094
1751015586169000000,8.913,-28.658803939819336
1751015586269000000,9.013,-28.50713539123535
1751015586369000000,9.113,-20.61432647705078
1751015586469000000,9.213,-23.2572078704834
1751015586569000000,9.313,-26.737674713134766
1751015586669000000,9.413,-29.014101028442383
1751015586769000000,9.513,-29.655221939086914
1751015586869000000,9.613,-29.2574405670166
1751015586969000000,9.713,-31.493722915649414
1751015587069000000,9.813,-33.887962341308594
1751015587169000000,9.913,-33.64375305175781
1751015587269000000,10.013,-34.651554107666016
1751015587369000000,10.113,-32.554466247558594
1751015587469000000,10.213,-33.780208587646484
1751015587569000000,10.313,-17.810131072998047
1751015587669000000,10.413,-10.263936042785645
1751015587769000000,10.513,-11.83785343170166
1751015587869000000,10.613,-12.436497688293457
1751015587985000000,10.729,-8.680222511291504
1751015588085000000,10.829,-6.933890342712402
1751015588186000000,10.929999755859376,-11.711490631103516
1751015588286000000,11.030000244140625,-16.399959564208984
1751015588402000000,11.145999755859375,-21.0218505859375
1751015588502000000,11.246000244140625,-21.68329429626465
1751015588602000000,11.345999755859374,-20.55870246887207
1751015588702000000,11.446000244140626,-22.681373596191406
1751015588819000000,11.563,-18.418212890625
1751015588936000000,11.68,-22.097915649414062
1751015589035000000,11.779,-25.19875144958496
1751015589135000000,11.879,-26.933269500732422
1751015589235000000,11.979,-29.068660736083984
1751015589336000000,12.08,-30.728960037231445
1751015589452000000,12.196,-21.560409545898438
1751015589559000000,12.303,-24.3699951171875
1751015589668000000,12.412,-27.45477294921875
1751015589769000000,12.513,-30.71752166748047
1751015589869000000,12.613,-29.965316772460938
1751015589969000000,12.713,-32.5496711730957
1751015590069000000,12.813,-17.60396385192871
1751015590186000000,12.929999755859376,-17.220659255981445
1751015590286000000,13.030000244140625,-20.711641311645508
1751015590385000000,13.129,-24.89122200012207
1751015590485000000,13.229,-27.805086135864258
1751015590593000000,13.337,-23.686899185180664
1751015590703000000,13.447,-27.11191177368164
1751015590803000000,13.547,-29.923908233642578
1751015590919000000,13.663,-30.77785873413086
1751015591019000000,13.763,-26.17699432373047
1751015591119000000,13.863,-28.578876495361328
1751015591218000000,13.961999755859376,-27.441051483154297
1751015591319000000,14.063,-24.022083282470703
1751015591419000000,14.163,-26.65493392944336
1751015591519000000,14.263,-24.318859100341797
1751015591635000000,14.379,-27.844554901123047
1751015591735000000,14.479,-26.40825080871582
1751015591836000000,14.58,-29.1800479888916
1751015591935000000,14.679,-29.223161697387695
1751015592052000000,14.796,-30.98906898498535
1751015592152000000,14.896,-34.13728713989258
1751015592251000000,14.995,-35.80912780761719
1751015592352000000,15.096,-28.577383041381836
1751015592452000000,15.196,-31.13504981994629
1751015592552000000,15.296,-29.23491096496582
1751015592660000000,15.404,-25.610849380493164
1751015592769000000,15.513,-28.43293571472168
1751015592885000000,15.629,-21.72478675842285
1751015592985000000,15.729,-24.575151443481445
1751015593085000000,15.829,-28.651840209960938
1751015593185000000,15.929,-30.721290588378906
1751015593285000000,16.029,-31.261192321777344
1751015593385000000,16.129,-25.472021102905273
1751015593502000000,16.246000244140625,-27.70197296142578
1751015593602000000,16.345999755859374,-29.511205673217773
1751015593702000000,16.446000244140624,-31.90620231628418
1751015593802000000,16.545999755859373,-35.17544937133789
1751015593902000000,16.646000244140627,-29.155376434326172
1751015594019000000,16.763,-24.090574264526367
1751015594118000000,16.862000244140624,-26.9840030670166
1751015594218000000,16.961999755859374,-29.991981506347656
1751015594318000000,17.062000244140624,-27.19941520690918
1751015594418000000,17.161999755859377,-29.464868545532227
1751015594519000000,17.263,-16.037813186645508
1751015594635000000,17.379,-19.99557876586914
1751015594735000000,17.479,-23.61430549621582
1751015594835000000,17.579,-26.9398193359375
1751015594935000000,17.679,-29.599483489990234
1751015595035000000,17.779,-31.806591033935547
1751015595135000000,17.879,-18.075336456298828
1751015595252000000,17.996,-22.52460479736328
1751015595352000000,18.096,-26.509185791015625
1751015595452000000,18.196,-29.17841911315918
1751015595552000000,18.296,-32.28548812866211
1751015595652000000,18.396,-22.88492202758789
1751015595768000000,18.512,-25.931550979614258
1751015595868000000,18.612,-28.899274826049805
1751015595968000000,18.712,-32.032752990722656
1751015596068000000,18.812,-33.45925521850586
1751015596168000000,18.912,-30.5172061920166
1751015596285000000,19.029,-26.29683494567871
1751015596385000000,19.129,-29.227306365966797
1751015596485000000,19.229,-32.59528350830078
1751015596585000000,19.329,-27.736051559448242
1751015596685000000,19.429,-24.994365692138672
1751015596788000000,19.532,-27.823165893554688
1751015596902000000,19.646000244140627,-30.861499786376953
1751015597002000000,19.745999755859376,-33.254302978515625
1751015597102000000,19.846000244140626,-25.510915756225586
1751015597202000000,19.945999755859376,-27.80424690246582
1751015597301000000,20.045,-29.422670364379883
1751015597402000000,20.145999755859375,-28.700551986694336
1751015597502000000,20.246000244140625,-25.110326766967773
1751015597602000000,20.345999755859374,-26.766653060913086
1751015597718000000,20.462000244140626,-28.672393798828125
1751015597828000000,20.572,-26.059581756591797
1751015597935000000,20.679,-28.35466957092285
1751015598034000000,20.777999755859376,-30.777925491333008
1751015598135000000,20.879,-28.758623123168945
1751015598235000000,20.979,-30.805002212524414
1751015598335000000,21.079,-29.153186798095703
1751015598435000000,21.179,-24.207252502441406
1751015598535000000,21.279,-26.9736385345459
1751015598652000000,21.396,-27.850482940673828
1751015598752000000,21.496,-31.00193977355957
1751015598859000000,21.603,-27.740724563598633
1751015598968000000,21.712,-28.819913864135742
1751015599068000000,21.812,-31.35870933532715
1751015599168000000,21.912,-28.534175872802734
1751015599268000000,22.012,-31.379663467407227
1751015599368000000,22.112,-33.82672119140625
1751015599468000000,22.212,-28.90401268005371
1751015599568000000,22.312,-30.224023818969727
1751015599668000000,22.412,-29.10727310180664
1751015599768000000,22.512,-31.577924728393555
1751015599869000000,22.613,-33.1332893371582
1751015599968000000,22.712,-23.64853286743164
1751015600069000000,22.813,-26.70502471923828
1751015600169000000,22.913,-27.046329498291016
1751015600285000000,23.029,-29.605043411254883
1751015600385000000,23.129,-32.636878967285156
1751015600485000000,23.229,-33.77046585083008
1751015600585000000,23.329,-26.346420288085938
1751015600685000000,23.429,-28.390350341796875
1751015600785000000,23.529,-31.083702087402344
1751015600885000000,23.629,-32.896697998046875
1751015601002000000,23.745999755859376,-30.132339477539062
1751015601102000000,23.846000244140626,-26.594301223754883
