time,seconds_elapsed,z,y,x
1751013432334585300,0.11558544921875,0.1704268604516983,-0.005888781975954771,0.0832219198346138
1751013432344527400,0.12552734375,0.15923438966274261,0.017665812745690346,0.044685713946819305
1751013432354470100,0.13547021484375,0.14378993213176727,0.045825812965631485,-0.004802478477358818
1751013432364414200,0.145414306640625,0.1259312927722931,0.0788615271449089,-0.040756482630968094
1751013432374357200,0.155357177734375,0.11406958103179932,0.12418240308761597,-0.07292427122592926
1751013432384300300,0.16530029296875,0.1042446494102478,0.1720931977033615,-0.09141699969768524
1751013432394243300,0.175243408203125,0.08761720359325409,0.19186797738075256,-0.1003340631723404
1751013432404186400,0.185186279296875,0.07200441509485245,0.1879400759935379,-0.09886399656534195
1751013432414130200,0.195130126953125,0.07253225892782211,0.17306631803512573,-0.08455216884613037
1751013432424073200,0.2050732421875,0.07382655143737793,0.15736912190914154,-0.06734707951545715
1751013432434016300,0.215016357421875,0.08390102535486221,0.14707067608833313,-0.03820251300930977
1751013432443959300,0.224959228515625,0.09122445434331894,0.15496668219566345,-0.018702581524848938
1751013432453903000,0.234903076171875,0.09024414420127869,0.16265656054019928,-0.004965197294950485
1751013432463846100,0.24484619140625,0.08760920912027359,0.17162156105041504,-0.004004595335572958
1751013432473789200,0.2547890625,0.08683343231678009,0.17103007435798645,-0.01224441546946764
1751013432483732200,0.264732177734375,0.0757107362151146,0.16794931888580322,-0.0173219982534647
1751013432493675300,0.27467529296875,0.0597674585878849,0.14720197021961212,-0.01558055728673935
1751013432503619000,0.284619140625,0.04358556121587753,0.11835913360118866,-0.0010404969798400998
1751013432513562000,0.29456201171875,0.03858254477381706,0.10137748718261719,0.02443024143576622
1751013432523505200,0.304505126953125,0.04079057276248932,0.0946335643529892,0.05495219677686691
1751013432533448200,0.3144482421875,0.055024635046720505,0.08659987151622772,0.08145783841609955
1751013432543391200,0.32439111328125,0.0672868937253952,0.08178754150867462,0.10186697542667389
1751013432553335300,0.334335205078125,0.07291308790445328,0.06939665228128433,0.11525575071573257
1751013432563278000,0.344278076171875,0.06448817998170853,0.06556196510791779,0.10621671378612518
1751013432573221000,0.35422119140625,0.052982259541749954,0.06748156994581223,0.09248199313879013
1751013432583164200,0.3641640625,0.03755323588848114,0.0766950473189354,0.05914081633090973
1751013432593108200,0.374108154296875,0.019583022221922874,0.07969243079423904,0.018977684900164604
1751013432603051300,0.38405126953125,0.008085889741778374,0.08860629796981812,-0.014392787590622902
1751013432612994300,0.393994384765625,-0.0017675400013104081,0.11093131452798843,-0.03598516434431076
1751013432622937000,0.40393701171875,-0.008719189092516899,0.1408519297838211,-0.04108645021915436
1751013432632880000,0.413880126953125,-0.0016796556301414967,0.15878139436244965,-0.036616332828998566
1751013432642824200,0.42382421875,0.006929811555892229,0.15923678874969482,-0.02142060361802578
1751013432652767200,0.433767333984375,0.01864452473819256,0.15214160084724426,0.0017161410069093108
1751013432662710300,0.443710205078125,0.01782160811126232,0.1347721964120865,0.03400856629014015
1751013432672653300,0.4536533203125,0.011403655633330345,0.1144658550620079,0.0628516674041748
1751013432682597000,0.46359716796875,0.009965282864868641,0.0810794085264206,0.083478644490242
1751013432692540200,0.4735400390625,0.01593795418739319,0.0600028820335865,0.09019514173269272
1751013432702483200,0.483483154296875,0.02196042612195015,0.03919534012675285,0.07657679915428162
1751013432712426200,0.49342626953125,0.03689037263393402,0.040823329240083694,0.05433833971619606
1751013432722369300,0.503369384765625,0.05217026174068451,0.05323445796966553,0.01452621165663004
1751013432732313000,0.51331298828125,0.05879034474492073,0.07434986531734467,-0.02803749404847622
1751013432742256000,0.523256103515625,0.06373343616724014,0.09030060470104218,-0.06100236624479294
1751013432752199200,0.53319921875,0.06119118630886078,0.09722428768873215,-0.08515031635761261
1751013432762142200,0.54314208984375,0.04758589342236519,0.08089511841535568,-0.10601112246513367
1751013432772085200,0.553085205078125,0.028965339064598083,0.06096668168902397,-0.11236356198787689
1751013432782029000,0.563029052734375,0.011092598550021648,0.05722307413816452,-0.09956759959459305
1751013432791972000,0.57297216796875,0.005496231839060783,0.0719924345612526,-0.07343533635139465
1751013432801915100,0.5829150390625,0.009187106974422932,0.09559603035449982,-0.028250547125935555
1751013432811858200,0.592858154296875,0.027125360444188118,0.12384285032749176,0.030408505350351334
1751013432821802200,0.60280224609375,0.03855537995696068,0.14026443660259247,0.08651837706565857
1751013432831745000,0.6127451171875,0.04739760980010033,0.12323511391878128,0.13205577433109283
1751013432841688000,0.62268798828125,0.04620904102921486,0.10482574999332428,0.1658076047897339
1751013432851631000,0.632631103515625,0.04103665053844452,0.09396804124116898,0.1794632375240326
1751013432861574100,0.64257421875,0.03786269202828407,0.09069661051034927,0.18210987746715546
1751013432871518200,0.652518310546875,0.03656839579343796,0.0833209902048111,0.16557271778583527
1751013432881461200,0.662461181640625,0.03416728973388672,0.0706869512796402,0.1333969384431839
1751013432891404000,0.672404052734375,0.02918984368443489,0.05441823601722717,0.09766077995300293
1751013432901347000,0.68234716796875,0.021827267482876778,0.03701208159327507,0.06656757742166519
1751013432911290000,0.6922900390625,0.020683972164988518,0.021857894957065582,0.045340318232774734
1751013432921234200,0.702234130859375,0.029872411862015724,0.011995410546660423,0.03586878627538681
1751013432931177200,0.71217724609375,0.043893955647945404,0.0010428938549011946,0.03899560123682022
1751013432941120300,0.722120361328125,0.05199981853365898,-0.011304852552711964,0.055582303553819656
1751013432951063000,0.73206298828125,0.059475578367710114,-0.0073356772772967815,0.07042170315980911
