time,seconds_elapsed,relativeAltitude,pressure
1751013819648740900,-0.443259033203125,0,1019.7169494628906
1751013820649318700,0.557318603515625,-0.05284881591796875,1019.7232055664062
1751013821649896700,1.557896728515625,-0.10569381713867188,1019.7293853759766
1751013822650470700,2.558470703125,-0.13211822509765625,1019.7329711914062
1751013823651046700,3.559046630859375,-0.158538818359375,1019.7356414794922
1751013824651626800,4.559626708984375,-0.19024658203125,1019.739990234375
1751013825202571500,5.110571533203125,-0.22724151611328125,1019.7441101074219
1751013826203150800,6.11115087890625,-0.24309539794921875,1019.74609375
1751013827203721700,7.1117216796875,-0.2695159912109375,1019.7492980957031
1751013828204297700,8.112297607421874,-0.2959403991699219,1019.7522735595703
