time,seconds_elapsed,dBFS
1751013395307000000,0.029,-33.415916442871094
1751013395408000000,0.13,-35.85280990600586
1751013395509000000,0.231,-37.82231903076172
1751013395609000000,0.331,-34.08571243286133
1751013395726000000,0.448000244140625,-35.95901107788086
1751013395826000000,0.547999755859375,-31.899539947509766
1751013395927000000,0.649,-28.52051544189453
1751013396026000000,0.747999755859375,-17.980018615722656
1751013396125000000,0.847,-20.649911880493164
1751013396226000000,0.947999755859375,-24.551082611083984
1751013396342000000,1.064000244140625,-28.424346923828125
1751013396443000000,1.165,-31.676389694213867
1751013396543000000,1.265,-34.64082336425781
1751013396643000000,1.365,-23.72730827331543
1751013396742000000,1.464000244140625,-26.24180030822754
1751013396842000000,1.563999755859375,-30.0377254486084
1751013396959000000,1.681,-33.68193817138672
1751013397059000000,1.781,-35.71135711669922
1751013397159000000,1.881,-36.89285659790039
1751013397259000000,1.981,-33.61037826538086
1751013397359000000,2.081,-35.66647720336914
1751013397459000000,2.181,-37.231014251708984
1751013397559000000,2.281,-36.46739959716797
1751013397659000000,2.381,-34.858253479003906
1751013397759000000,2.481,-36.81277084350586
1751013397859000000,2.581,-38.51412582397461
1751013397959000000,2.681,-38.52068328857422
1751013398059000000,2.781,-34.704315185546875
1751013398159000000,2.881,-35.22359848022461
1751013398259000000,2.981,-36.94994354248047
1751013398359000000,3.081,-38.29337692260742
1751013398475000000,3.197,-39.515113830566406
1751013398575000000,3.297,-40.896827697753906
1751013398676000000,3.398,-35.413753509521484
1751013398776000000,3.498,-35.52048110961914
1751013398876000000,3.598,-23.89324378967285
1751013398976000000,3.698,-27.929397583007812
1751013399076000000,3.798,-28.275251388549805
1751013399176000000,3.898,-28.464757919311523
1751013399276000000,3.998,-29.61813735961914
1751013399376000000,4.098,-32.429527282714844
1751013399476000000,4.198,-30.823945999145508
1751013399576000000,4.298,-30.229394912719727
1751013399676000000,4.398,-31.672040939331055
1751013399776000000,4.498,-33.509178161621094
1751013399876000000,4.598,-31.361648559570312
1751013399976000000,4.698,-33.868003845214844
1751013400076000000,4.798,-33.48033142089844
1751013400176000000,4.898,-35.26188278198242
1751013400276000000,4.998,-36.584205627441406
1751013400377000000,5.099,-38.7798957824707
1751013400476000000,5.198,-36.843177795410156
1751013400576000000,5.298,-37.614715576171875
1751013400675000000,5.397,-36.84721755981445
1751013400776000000,5.498,-38.24098205566406
1751013400876000000,5.598,-36.74805450439453
1751013400976000000,5.698,-37.54482650756836
1751013401076000000,5.798,-37.7674560546875
1751013401175000000,5.897,-33.30204391479492
1751013401276000000,5.998,-25.27351188659668
1751013401379000000,6.101,-23.68085479736328
1751013401492000000,6.214,-25.783777236938477
1751013401609000000,6.331,-28.48170280456543
1751013401709000000,6.431,-31.455745697021484
1751013401809000000,6.531,-33.71669387817383
1751013401909000000,6.631,-29.185449600219727
1751013402009000000,6.731,-30.910581588745117
1751013402109000000,6.831,-33.341522216796875
1751013402209000000,6.931,-35.07664108276367
1751013402309000000,7.031,-36.563777923583984
1751013402417000000,7.139,-38.39748764038086
1751013402526000000,7.248000244140625,-35.7757453918457
1751013402625000000,7.347,-35.80699920654297
1751013402725000000,7.447,-36.404300689697266
1751013402825000000,7.547,-37.803871154785156
1751013402926000000,7.648000244140625,-37.51607131958008
1751013403026000000,7.747999755859375,-34.06878662109375
1751013403126000000,7.848000244140625,-35.47876739501953
1751013403226000000,7.947999755859375,-34.203250885009766
1751013403326000000,8.048000244140624,-36.63132095336914
1751013403449000000,8.171,-29.48867416381836
1751013403559000000,8.281,-30.573518753051758
1751013403676000000,8.398,-32.21989440917969
1751013403776000000,8.498,-34.17988967895508
1751013403876000000,8.598,-36.23802947998047
1751013403975000000,8.697,-37.78972244262695
1751013404076000000,8.798,-37.8982048034668
1751013404175000000,8.897,-39.49258041381836
1751013404275000000,8.997,-38.964263916015625
1751013404376000000,9.098,-37.941566467285156
1751013404484000000,9.206,-33.315330505371094
1751013404592000000,9.314,-35.35022735595703
1751013404692000000,9.414,-37.3184928894043
1751013404809000000,9.531,-35.848106384277344
1751013404908000000,9.63,-37.80713653564453
1751013405009000000,9.731,-35.73107147216797
1751013405109000000,9.831,-36.31019973754883
1751013405209000000,9.931,-38.713218688964844
1751013405309000000,10.031,-36.0744743347168
1751013405409000000,10.131,-37.35661315917969
1751013405516000000,10.238,-38.09617614746094
1751013405625000000,10.347,-39.83082962036133
1751013405728000000,10.45,-36.9348258972168
