time,seconds_elapsed,dBFS
1751013947463000000,0.031,-37.9227180480957
1751013947561000000,0.129,-31.98606300354004
1751013947661000000,0.229,-29.359682083129883
1751013947762000000,0.329999755859375,-32.3159294128418
1751013947862000000,0.430000244140625,-30.95797348022461
1751013947962000000,0.529999755859375,-33.19587707519531
1751013948061000000,0.629,-35.73223114013672
1751013948162000000,0.729999755859375,-37.5206298828125
1751013948263000000,0.831,-36.74354934692383
1751013948378000000,0.945999755859375,-36.54912185668945
1751013948478000000,1.046000244140625,-36.83559799194336
1751013948596000000,1.164,-33.38822555541992
1751013948712000000,1.28,-35.7237434387207
1751013948811000000,1.379,-37.54659652709961
1751013948912000000,1.48,-39.2270622253418
1751013949012000000,1.58,-40.401668548583984
1751013949112000000,1.68,-37.40846633911133
1751013949212000000,1.78,-37.51380157470703
1751013949312000000,1.88,-37.45158386230469
1751013949411000000,1.979,-38.12067794799805
1751013949512000000,2.08,-39.30378341674805
1751013949612000000,2.18,-29.700693130493164
1751013949711000000,2.279,-31.528640747070312
1751013949811000000,2.379,-34.62508773803711
1751013949912000000,2.48,-35.342811584472656
1751013950012000000,2.58,-36.51064682006836
1751013950112000000,2.68,-38.47098159790039
1751013950212000000,2.78,-36.33281326293945
1751013950312000000,2.88,-37.568870544433594
1751013950412000000,2.98,-38.76769256591797
1751013950512000000,3.08,-33.129486083984375
1751013950612000000,3.18,-35.9996452331543
1751013950712000000,3.28,-37.423744201660156
1751013950811000000,3.379,-39.20159149169922
1751013950912000000,3.48,-36.14399719238281
1751013951012000000,3.58,-37.94157791137695
1751013951112000000,3.68,-35.57183837890625
1751013951215000000,3.783,-34.0893669128418
1751013951312000000,3.88,-36.12263870239258
1751013951412000000,3.98,-25.730493545532227
1751013951512000000,4.08,-29.501235961914062
1751013951612000000,4.18,-31.39754295349121
1751013951712000000,4.28,-34.588436126708984
1751013951812000000,4.38,-36.60260009765625
1751013951912000000,4.48,-38.38034439086914
1751013952012000000,4.58,-40.19904708862305
1751013952112000000,4.68,-38.404632568359375
1751013952212000000,4.78,-34.38493728637695
1751013952312000000,4.88,-35.798439025878906
1751013952412000000,4.98,-37.632957458496094
1751013952529000000,5.097,-39.406715393066406
1751013952645000000,5.213,-39.93061828613281
1751013952745000000,5.313,-39.73952865600586
1751013952845000000,5.413,-29.128175735473633
1751013952945000000,5.513,-31.06795310974121
1751013953045000000,5.613,-34.39433670043945
1751013953145000000,5.713,-36.61851119995117
1751013953245000000,5.813,-36.3774299621582
1751013953345000000,5.913,-38.33053207397461
1751013953445000000,6.013,-37.173866271972656
1751013953545000000,6.113,-38.2612419128418
1751013953645000000,6.213,-35.85251998901367
1751013953745000000,6.313,-37.760398864746094
1751013953844000000,6.412,-37.92060470581055
1751013953945000000,6.513,-37.97321319580078
1751013954044000000,6.612,-37.4365119934082
1751013954145000000,6.713,-38.18427276611328
1751013954244000000,6.812,-34.28485870361328
1751013954345000000,6.913,-36.025634765625
1751013954445000000,7.013,-36.8137092590332
1751013954545000000,7.113,-36.8466796875
1751013954645000000,7.213,-38.33595275878906
1751013954745000000,7.313,-38.75480651855469
1751013954845000000,7.413,-39.601966857910156
1751013954945000000,7.513,-39.230552673339844
1751013955045000000,7.613,-39.74787902832031
1751013955145000000,7.713,-36.760337829589844
1751013955245000000,7.813,-38.54042053222656
1751013955345000000,7.913,-35.5275993347168
1751013955445000000,8.013,-36.141456604003906
1751013955545000000,8.113,-37.166324615478516
1751013955645000000,8.213,-35.395843505859375
1751013955745000000,8.313,-37.41880798339844
1751013955844000000,8.412,-38.313175201416016
1751013955945000000,8.513,-39.4642333984375
1751013956045000000,8.613,-36.998077392578125
1751013956145000000,8.713,-37.969356536865234
1751013956245000000,8.813,-35.099552154541016
1751013956345000000,8.913,-36.376487731933594
1751013956445000000,9.013,-37.85808563232422
1751013956545000000,9.113,-37.45098114013672
1751013956644000000,9.212,-38.80220413208008
1751013956744000000,9.312,-36.39984130859375
1751013956844000000,9.412,-38.65764617919922
1751013956945000000,9.513,-33.55564498901367
1751013957045000000,9.613,-35.57257080078125
1751013957144000000,9.712,-33.60321044921875
1751013957244000000,9.812,-36.91893005371094
1751013957345000000,9.913,-32.9195556640625
1751013957445000000,10.013,-35.06687927246094
1751013957545000000,10.113,-37.02610778808594
1751013957645000000,10.213,-36.554073333740234
1751013957761000000,10.329,-38.23591232299805
1751013957861000000,10.429,-37.7409782409668
1751013957961000000,10.529,-35.76848220825195
1751013958061000000,10.629,-37.97827911376953
1751013958163000000,10.731,-40.265968322753906
