time,seconds_elapsed,relativeAltitude,pressure
1751013509477863000,-0.46613720703125,0,1019.8361968994141
1751013510478440000,0.53443994140625,0.04227447509765625,1019.8307800292969
1751013511479218000,1.535218017578125,0.08983612060546875,1019.825439453125
1751013512479593000,2.535593017578125,0.10040664672851562,1019.8237609863281
1751013513480173800,3.536173828125,0.10040664672851562,1019.8236846923828
1751013514480754000,4.53675390625,0.10040664672851562,1019.8236846923828
1751013515031700000,5.087699951171875,0.1109771728515625,1019.822998046875
1751013516032274000,6.08827392578125,0.11626052856445312,1019.8218536376953
1751013517032846800,7.088846923828125,0.13211441040039062,1019.8202514648438
1751013518033426000,8.089426025390624,0.158538818359375,1019.8166656494141
