time,seconds_elapsed,z,y,x
1751013685833129200,2.982129150390625,-0.98052978515625,-0.2616119384765625,0.0264434814453125
1751013685843073000,2.992072998046875,-0.97796630859375,-0.262542724609375,0.028106689453125
1751013685853016000,3.00201611328125,-0.9780120849609375,-0.262176513671875,0.02716064453125
1751013685862960000,3.011960205078125,-0.977294921875,-0.2623443603515625,0.025054931640625
1751013685872903200,3.021903076171875,-0.9779815673828125,-0.261077880859375,0.0257720947265625
1751013685882846200,3.03184619140625,-0.9736480712890625,-0.2618255615234375,0.02374267578125
1751013685892790000,3.0417900390625,-0.9719696044921875,-0.2642364501953125,0.0190887451171875
1751013685902733000,3.051733154296875,-0.9745025634765625,-0.2645416259765625,0.0139312744140625
1751013685912677000,3.061677001953125,-0.9761962890625,-0.2645263671875,0.0123748779296875
1751013685922620200,3.0716201171875,-0.9764556884765625,-0.26593017578125,0.013916015625
1751013685932564000,3.08156396484375,-0.9744415283203125,-0.2671966552734375,0.01318359375
1751013685942507000,3.091507080078125,-0.969268798828125,-0.265838623046875,0.01275634765625
1751013685952450000,3.101449951171875,-0.9669342041015625,-0.261138916015625,0.0209503173828125
1751013685962394000,3.11139404296875,-0.9692535400390625,-0.262725830078125,0.021087646484375
1751013685972337000,3.1213369140625,-0.973541259765625,-0.2665557861328125,0.02191162109375
1751013685982281200,3.13128125,-0.967254638671875,-0.2668914794921875,0.0205841064453125
1751013685992224300,3.141224365234375,-0.963714599609375,-0.2626800537109375,0.005615234375
1751013686002168000,3.15116796875,-0.9528045654296875,-0.2781829833984375,-0.0096588134765625
1751013686012111000,3.161111083984375,-0.9387664794921875,-0.2827911376953125,-0.0211334228515625
1751013686022054100,3.17105419921875,-0.9472503662109375,-0.2738800048828125,-0.029876708984375
1751013686031998200,3.180998291015625,-0.947784423828125,-0.2637176513671875,-0.0079803466796875
1751013686041941200,3.190941162109375,-0.966094970703125,-0.2625274658203125,-0.023345947265625
1751013686051885000,3.200885009765625,-0.9846343994140625,-0.260833740234375,-0.00799560546875
1751013686061828000,3.210828125,-0.9954071044921875,-0.2530670166015625,0.0037689208984375
1751013686071772200,3.220772216796875,-1.008453369140625,-0.2508087158203125,0.013580322265625
1751013686081715200,3.230715087890625,-1.01605224609375,-0.2471160888671875,0.0244903564453125
1751013686091658200,3.240658203125,-1.0135040283203125,-0.2359771728515625,0.03326416015625
1751013686101602000,3.25060205078125,-1.009857177734375,-0.226043701171875,0.0501708984375
1751013686111545000,3.260545166015625,-1.0073089599609375,-0.2276458740234375,0.063018798828125
1751013686121489200,3.2704892578125,-1.0036773681640625,-0.23699951171875,0.073028564453125
1751013686131432000,3.280431884765625,-1.00250244140625,-0.252532958984375,0.06817626953125
1751013686141376000,3.2903759765625,-0.996063232421875,-0.2518310546875,0.0576171875
1751013686151319000,3.300319091796875,-0.993682861328125,-0.251190185546875,0.0436859130859375
1751013686161262000,3.310261962890625,-0.988616943359375,-0.2503204345703125,0.0408935546875
1751013686171206100,3.3202060546875,-0.9871673583984375,-0.2504730224609375,0.0437469482421875
1751013686181149000,3.33014892578125,-0.983154296875,-0.252593994140625,0.045440673828125
1751013686191093200,3.34009326171875,-0.9808349609375,-0.249969482421875,0.0484466552734375
1751013686201036300,3.350036376953125,-0.979339599609375,-0.2552642822265625,0.0531768798828125
1751013686210979300,3.359979248046875,-0.980926513671875,-0.2673797607421875,0.052978515625
1751013686220923100,3.369923095703125,-0.9796600341796875,-0.27386474609375,0.040740966796875
1751013686230866200,3.3798662109375,-0.973785400390625,-0.2781524658203125,0.01947021484375
1751013686240810200,3.389810302734375,-0.9660797119140625,-0.279632568359375,0.00457763671875
1751013686250753300,3.399753173828125,-0.9658660888671875,-0.2767486572265625,-0.002288818359375
1751013686260697000,3.409697021484375,-0.9657745361328125,-0.2765960693359375,-0.0021820068359375
